id	        Ticker        	 Exchange 	Currency	 Dividend 	Distribution	 Yield  	30-Day SEC	 Payable  	  Record  	Ex-Dividend 	Timestamp 	          Fund           
26 	RNST                  	NASDAQ  	     USD	   0.2200	quarterly   	 3.460	          	2020-06-30	2020-06-16	2020-06-15	2020-04-13 06:07    	Renasant                                                                   
27 	NSEC                  	NASDAQ  	     USD	   0.0600	quarterly   	 1.600	1969-12-31	2020-05-29	2020-05-04	2020-05-01	2020-04-13 06:06    	National Security Group                                                    
28 	FRHLF                 	OTCPK   	     CAD	   0.0150	monthly     	 4.650	          	2020-05-15	2020-04-30	2020-04-29	2020-04-09 18:05    	Freehold Royalties                                                         
29 	FTV                   	NYSE    	     USD	   0.0700	quarterly   	 0.460	          	2020-06-26	2020-05-29	2020-05-28	2020-04-09 17:42    	Fortive                                                                    
30 	KEYUF                 	OTC     	     CAD	   0.1600	monthly     	12.500	          	2020-05-15	2020-04-22	2020-04-21	2020-04-09 17:01    	Keyera                                                                     
31 	FEN                   	NYSEMKT 	     USD	   0.5800	quarterly   	22.590	          	2020-04-30	2020-04-23	2020-04-22	2020-04-09 16:51    	First Trust Energy Income&amp;Growth Fund                                  
32 	SJR                   	NYSE    	     CAD	   0.0985	monthly     	 5.190	          	2020-08-14	2020-08-14	2020-08-14	2020-04-09 16:45    	Shaw Communications                                                        
33 	IGR                   	NYSE    	     USD	   0.0500	monthly     	10.270	          	2020-04-30	2020-04-20	2020-04-17	2020-04-09 16:35    	CBRE Clarion Global Real Estate Income Fund                                
34 	AWP                   	NYSE    	     USD	   0.0400	monthly     	10.670	          	2020-04-30	2020-04-20	2020-04-17	2020-04-09 16:33    	Aberdeen Global Premier Properties Fund                                    
35 	LNT                   	NASDAQ  	     USD	   0.3800	quarterly   	 2.860	          	2020-05-15	2020-04-30	2020-04-29	2020-04-09 16:32    	Alliant Energy                                                             
36 	FCO                   	NYSEMKT 	     USD	   0.0700	monthly     	13.950	          	2020-04-30	2020-04-20	2020-04-17	2020-04-09 16:31    	Aberdeen Global Income Fund                                                
37 	FAX                   	NYSEMKT 	     USD	   0.0275	monthly     	 9.350	          	2020-04-30	2020-04-20	2020-04-17	2020-04-09 16:30    	Aberdeen Asia-Pacific Income Fund                                          
38 	ACP                   	NYSE    	     USD	   0.1200	monthly     	18.490	          	2020-04-30	2020-04-20	2020-04-17	2020-04-09 16:29    	Aberdeen Income Credit Strategies Fund                                     
39 	AGD                   	NYSE    	     USD	   0.0650	monthly     	 9.650	          	2020-04-30	2020-04-20	2020-04-17	2020-04-09 16:28    	Aberdeen Global Dynamic Dividend Fund                                      
40 	AOD                   	NYSE    	     USD	   0.0575	monthly     	 9.690	          	2020-04-30	2020-04-20	2020-04-17	2020-04-09 16:27    	Aberdeen Total Dynamic Dividend Fund                                       
41 	NWN                   	NYSE    	     USD	   0.4775	quarterly   	 2.920	          	2020-05-15	2020-04-30	2020-04-29	2020-04-09 16:26    	Northwest Natural Holding                                                  
42 	EQC.PD                	NYSE    	     USD	   0.4063	quarterly   	 6.160	          	2020-05-15	2020-04-29	2020-04-28	2020-04-09 16:22    	Equity Commonwealth Cum Conv Pfd Shs Series D                              
43 	SB.PD                 	NYSE    	     USD	   0.5000	quarterly   	12.790	          	2020-04-30	2020-04-23	2020-04-22	2020-04-09 16:16    	Safe Bulkers Cum Red Perp Pfd Shs Series D                                 
44 	AGX                   	NYSE    	     USD	   0.2500	quarterly   	 2.640	          	2020-04-30	2020-04-22	2020-04-21	2020-04-09 16:16    	Argan                                                                      
45 	SB.PC                 	NYSE    	     USD	   0.5000	quarterly   	12.800	          	2020-04-30	2020-04-23	2020-04-22	2020-04-09 16:16    	Safe Bulkers Cum Red Perp Pfd Shs Series C                                 
46 	PEO                   	NYSE    	     USD	   0.1000	quarterly   	 4.050	          	2020-06-01	2020-05-18	2020-05-15	2020-04-09 16:15    	Adams Natural Resources Fund                                               
47 	ADX                   	NYSE    	     USD	   0.0500	quarterly   	 1.470	          	2020-06-01	2020-05-18	2020-05-15	2020-04-09 16:14    	Adams Diversified Equity Fund                                              
48 	COKE                  	NASDAQ  	     USD	   0.2500	quarterly   	 0.400	          	2020-05-07	2020-04-23	2020-04-22	2020-04-09 16:12    	Coca-Cola Consolidated                                                     
49 	KBH                   	NYSE    	     USD	   0.0900	quarterly   	 1.590	          	2020-05-21	2020-05-07	2020-05-06	2020-04-09 16:11    	KB Home                                                                    
50 	STAG                  	NYSE    	     USD	   0.1200	monthly     	 5.290	          	2020-07-15	2020-06-30	2020-06-29	2020-04-09 16:08    	STAG Industrial                                                            
51 	QNTO                  	OTCQX   	     USD	   0.0900	quarterly   	 3.500	          	2020-05-04	2020-04-20	2020-04-17	2020-04-09 15:05    	Quaint Oak Bancorp                                                         
52 	VCIF                  	NYSE    	     USD	   0.0250	monthly     	 3.360	          	2020-04-30	2020-04-20	2020-04-17	2020-04-09 13:03    	Vertical Capital Income Fund                                               
53 	SPSAF  | SPPSY        	OTC     	        	         	            	      	          	          	          	          	2020-04-09 12:09    	Due to Covid-19 crisis, Sopra Steria                                       
54 	THW                   	NYSE    	     USD	   0.1167	monthly     	11.110	          	2020-04-30	2020-04-20	2020-04-17	2020-04-09 10:56    	Tekla World Healthcare Fund                                                
55 	THQ                   	NYSE    	     USD	   0.1125	monthly     	 7.960	          	2020-04-30	2020-04-20	2020-04-17	2020-04-09 10:55    	Tekla Healthcare Opportunities Fund                                        
56 	XLF  | FAS  | FAZ     	April 9)	        	         	            	      	          	          	          	          	2020-04-09 10:30    	Unlike some other central banks, Fed Chair Powell isn't urging banks to sto
57 	SUUIF                 	OTCPK   	     CAD	   0.0600	monthly     	 8.100	          	2020-05-15	2020-04-30	2020-04-29	2020-04-09 09:30    	Superior Plus                                                              
58 	SM                    	NYSE    	     USD	   0.0100	semi annual 	 1.300	          	2020-05-08	2020-04-24	2020-04-23	2020-04-09 09:25    	SM Energy                                                                  
59 	BIBLF                 	OTCPK   	     CAD	   0.0263	quarterly   	 3.870	          	2020-05-29	2020-05-15	2020-05-14	2020-04-09 09:22    	Waterloo Brewing                                                           
60 	CSWI                  	NASDAQ  	     USD	   0.1350	quarterly   	 0.800	          	2020-05-13	2020-05-01	2020-04-30	2020-04-09 09:20    	CSW Industrials                                                            
61 	CPLG                  	NYSE    	        	         	            	      	          	          	          	          	2020-04-09 08:14    	CorePoint Lodging                                                          
62 	ARDC                  	NYSE    	     USD	   0.0975	monthly     	11.010	          	2020-04-30	2020-04-21	2020-04-20	2020-04-09 07:52    	Ares Dynamic Credit Allocation Fund                                        
63 	TT                    	NYSE    	     USD	   0.5300	quarterly   	 2.410	          	2020-06-30	2020-06-05	2020-06-04	2020-04-09 07:45    	Trane Technologies                                                         
64 	GFL                   	NYSE    	     USD	   0.0100	quarterly   	 0.290	          	2020-04-30	2020-04-20	2020-04-17	2020-04-09 06:12    	GFL Environmental                                                          
65 	GLQ                   	NYSEMKT 	     USD	   0.1104	monthly     	14.380	          	2020-06-30	2020-06-19	2020-06-18	2020-04-09 06:08    	Clough Global Equity Fund                                                  
66 	GLO                   	NYSEMKT 	     USD	   0.0897	monthly     	14.950	          	2020-06-30	2020-06-19	2020-06-18	2020-04-09 06:07    	Clough Global Opportunities Fund                                           
67 	GLV                   	NYSEMKT 	     USD	   0.1008	monthly     	14.500	          	2020-06-30	2020-06-19	2020-06-18	2020-04-09 06:05    	Clough Global Allocation Fund                                              
68 	ORC                   	NYSE    	     USD	   0.0550	monthly     	23.400	          	2020-05-27	2020-04-30	2020-04-29	2020-04-09 06:03    	Orchid Island Capital                                                      
69 	ETR                   	NYSE    	     USD	   0.9300	quarterly   	 3.970	          	2020-06-01	2020-05-07	2020-05-06	2020-04-09 06:02    	Entergy                                                                    
70 	AGNC                  	NASDAQ  	        	         	            	      	          	          	          	          	2020-04-08 17:22    	AGNC Investment                                                            
71 	AGNC                  	NASDAQ  	        	   0.1200	monthly     	12.780	          	2020-05-11	2020-04-30	2020-04-29	2020-04-08 17:11    	AGNC Investment                                                            
72 	RELL                  	NASDAQ  	     USD	   0.0600	quarterly   	 6.650	          	2020-05-27	2020-05-06	2020-05-05	2020-04-08 17:02    	Richardson Electronics                                                     
73 	ALLE                  	NYSE    	     USD	   0.3200	quarterly   	 1.380	          	2020-06-30	2020-06-16	2020-06-15	2020-04-08 17:01    	Allegion                                                                   
74 	QADB                  	NASDAQ  	     USD	   0.0600	quarterly   	 0.800	          	2020-04-29	2020-04-22	2020-04-21	2020-04-08 16:33    	QAD                                                                        
75 	QADA                  	NASDAQ  	     USD	   0.0720	quarterly   	 0.680	          	2020-04-29	2020-04-22	2020-04-21	2020-04-08 16:08    	QAD                                                                        
76 	ADP                   	NASDAQ  	     USD	   0.9100	quarterly   	 2.650	          	2020-07-01	2020-06-12	2020-06-11	2020-04-08 14:33    	Automatic Data Processing                                                  
77 	SBFFF  | SBFFY        	OTCPK   	     EUR	   0.7450	            	      	          	2020-05-06	2020-04-15	2020-04-14	2020-04-08 14:10    	SBM Offshore                                                               
78 	BGH                   	NYSE    	     USD	   0.1056	monthly     	11.550	          	2020-07-01	2020-06-22	2020-06-19	2020-04-08 13:33    	Barings Global Short                                                       
79 	CBH                   	NYSE    	     USD	   0.0460	monthly     	      	          	2020-05-01	2020-04-13	2020-04-09	2020-04-08 11:21    	AllianzGI Convertible &amp; Income 2024 Target Term Fund                   
80 	CAT                   	NYSE    	        	         	            	      	          	          	          	          	2020-04-08 11:08    	The Caterpillar                                                            
81 	AIO                   	NYSE    	     USD	   0.1083	monthly     	      	          	2020-05-01	2020-04-13	2020-04-09	2020-04-08 10:08    	AllianzGI Artificial Intelligence &amp; Technology Opportunities Fund      
82 	ACV                   	NYSE    	     USD	   0.1670	monthly     	      	          	2020-05-01	2020-04-13	2020-04-09	2020-04-08 09:51    	AllianzGI Diversified Income &amp; Convertible Fund                        
83 	APMCF                 	OTC     	        	         	            	      	          	          	          	          	2020-04-08 09:36    	Morien Resources?                                                          
84 	AVAL                  	NYSE    	     USD	   0.0250	monthly     	      	          	2020-04-16	2020-04-13	2020-04-09	2020-04-08 09:35    	Grupo Aval Acciones y Valores S.A.                                         
85 	DX                    	NYSE    	     USD	   0.1500	monthly     	16.290	          	2020-05-01	2020-04-22	2020-04-21	2020-04-08 08:31    	Dynex Capital                                                              
86 	EFC                   	NYSE    	     USD	   0.0800	            	21.010	          	2020-05-26	2020-04-30	2020-03-30	2020-04-08 06:29    	Ellington Financial Inc.                                                   
87 	ROK                   	NYSE    	     USD	   1.0200	quarterly   	 2.590	          	2020-06-10	2020-05-18	2020-05-15	2020-04-07 17:57    	Rockwell Automation                                                        
88 	KNOP                  	NYSE    	     USD	   0.5200	quarterly   	21.510	          	2020-05-14	2020-05-01	2020-04-30	2020-04-07 17:04    	KNOT Offshore Partners                                                     
89 	VMM                   	NYSEMKT 	     USD	   0.0375	monthly     	 3.710	          	2020-04-24	2020-04-17	2020-04-16	2020-04-07 16:56    	Delaware Investments Minnesota Municipal Income Fund II                    
90 	VFL                   	NYSEMKT 	     USD	   0.0425	monthly     	 4.470	          	2020-04-24	2020-04-17	2020-04-16	2020-04-07 16:56    	Delaware Investments National Municipal Income Fund                        
91 	VCF                   	NYSEMKT 	     USD	   0.0450	monthly     	 4.150	          	2020-04-24	2020-04-17	2020-04-16	2020-04-07 16:55    	Delaware Investments Colorado Municipal Income Fund                        
92 	DEX                   	NYSE    	     USD	   0.0772	monthly     	12.350	          	2020-04-24	2020-04-17	2020-04-16	2020-04-07 16:44    	Delaware Enhanced Global Dividend &amp; Income Fund                        
93 	DDF                   	NYSE    	     USD	   0.0831	monthly     	12.220	          	2020-04-24	2020-04-17	2020-04-16	2020-04-07 16:43    	Delaware Investments Dividend &amp; Income Fund                            
94 	LEN                   	NYSE    	     USD	   0.1250	quarterly   	 1.270	          	2020-05-05	2020-04-21	2020-04-20	2020-04-07 16:33    	Lennar                                                                     
95 	BAC.PB                	NYSE    	     USD	   0.3750	quarterly   	 5.750	          	2020-05-18	2020-04-30	2020-04-29	2020-04-07 16:33    	Bank of America Corporation 6 NCUM PFD SR GG                               
96 	BAC.PE                	NYSE    	     USD	   0.2500	quarterly   	 4.670	          	2020-05-15	2020-04-30	2020-04-29	2020-04-07 16:30    	Bank of America Corporation Deposit Shs Perp Pfd Shs Series E              
97 	BAC.PM                	NYSE    	     USD	   0.3359	quarterly   	 5.440	          	2020-06-25	2020-06-01	2020-05-29	2020-04-07 16:27    	Bank of America Corporation 5.375 DEP PFD KK                               
98 	AIF                   	NYSE    	     USD	   0.0910	monthly     	 9.750	          	2020-04-30	2020-04-17	2020-04-16	2020-04-07 16:20    	Apollo Tactical Income Fund                                                
99 	AFT                   	NYSE    	     USD	   0.0840	monthly     	 9.070	          	2020-04-30	2020-04-17	2020-04-16	2020-04-07 16:19    	Apollo Senior Floating Rate Fund                                           
100	UNF                   	NYSE    	     USD	   0.2500	quarterly   	 0.640	          	2020-06-29	2020-06-08	2020-06-05	2020-04-07 14:53    	UniFirst                                                                   
101	SADL                  	OTCPK   	        	         	            	      	          	          	          	          	2020-04-07 13:07    	William H. Sadlier                                                         
102	VIV                   	NYSE    	     USD	   0.2690	            	      	          	          	2020-04-10	2020-04-08	2020-04-07 10:51    	Telefonica Brasil                                                          
103	AMIVF                 	OTC     	     CAD	   0.0750	monthly     	 9.830	          	2020-05-12	2020-04-30	2020-04-29	2020-04-07 10:50    	Atrium Mortgage Investment                                                 
104	FRG                   	NASDAQ  	     USD	   0.2500	quarterly   	      	          	2020-04-27	2020-04-10	2020-04-08	2020-04-07 09:40    	Franchise Group                                                            
105	OSW                   	NASDAQ  	     USD	   0.0400	quarterly   	      	          	2020-05-29	2020-04-10	2020-04-08	2020-04-07 09:23    	OneSpaWorld                                                                
106	GBX                   	NYSE    	     USD	   0.2700	quarterly   	 7.520	          	2020-05-13	2020-04-22	2020-04-21	2020-04-07 06:44    	Greenbrier                                                                 
107	MINDP                 	NASDAQ  	     USD	   0.5625	quarterly   	16.670	          	2020-04-30	2020-04-15	2020-04-14	2020-04-07 06:38    	Mitcham Industries                                                         
108	MMS                   	NYSE    	     USD	   0.2800	quarterly   	 1.910	          	2020-05-29	2020-05-15	2020-05-14	2020-04-07 06:35    	MAXIMUS                                                                    
109	KSM                   	NYSE    	     USD	   0.0350	monthly     	 4.260	          	2020-04-30	2020-04-16	2020-04-15	2020-04-06 17:59    	DWS Strategic Municipal Income Trust                                       
110	KTF                   	NYSE    	     USD	   0.0325	monthly     	 3.890	          	2020-04-30	2020-04-16	2020-04-15	2020-04-06 17:57    	DWS Municipal Income Trust                                                 
111	BEVFF                 	OTC     	     CAD	   0.0167	monthly     	14.650	          	2020-04-30	2020-04-15	2020-04-14	2020-04-06 17:19    	Diversified Royalty                                                        
112	LXFR                  	NYSE    	     USD	   0.1250	quarterly   	 3.570	          	2020-05-06	2020-04-17	2020-04-16	2020-04-06 17:16    	Luxfer Holdings                                                            
113	GPC                   	NYSE    	     USD	   0.7900	quarterly   	 5.420	          	2020-07-01	2020-06-05	2020-06-04	2020-04-06 16:47    	Genuine Parts                                                              
114	RMI                   	NYSE    	     USD	   0.0917	monthly     	 5.730	          	2020-06-30	2020-06-16	2020-06-15	2020-04-06 16:38    	RiverNorth Opportunistic Municipal Income Fund  Inc                        
115	RMM                   	NYSE    	     USD	   0.0917	monthly     	 6.660	          	2020-06-30	          	          	2020-04-06 16:37    	RiverNorth Managed Duration Municipal Income Fund                          
116	OPP                   	NYSE    	     USD	   0.1800	monthly     	17.580	          	2020-06-30	          	          	2020-04-06 16:36    	RiverNorth/DoubleLine Strategic Opportunity Fund                           
117	TWO                   	NYSE    	     USD	   0.0500	interim     	      	          	2020-04-29	2020-04-16	2020-04-15	2020-04-06 16:23    	Two Harbors Investment                                                     
118	BDGE                  	NASDAQ  	     USD	   0.2400	quarterly   	 5.050	          	2020-04-27	2020-04-20	2020-04-17	2020-04-06 16:18    	Bridge Bancorp                                                             
119	TNP.PC                	NYSE    	     USD	   0.5547	quarterly   	 9.000	          	2020-04-30	2020-04-27	2020-04-24	2020-04-06 16:12    	Tsakos Energy Navigation Ltd Cum Red Perp Pfd Shs Series C                 
120	RSF                   	NYSE    	     USD	   0.1800	monthly     	13.670	          	2020-06-30	2020-06-16	2020-06-15	2020-04-06 16:12    	RiverNorth Marketplace Lending                                             
121	TNP.PF                	NYSE    	     USD	   0.5938	quarterly   	13.810	          	2020-04-30	2020-04-27	2020-04-24	2020-04-06 16:12    	Tsakos Energy Navigation Ltd Cum Red Perp Pfd Shs Series F                 
122	ASNB                  	OTCQB   	     USD	   0.1800	special     	      	          	2020-04-23	2020-04-16	2020-04-24	2020-04-06 15:44    	EKIMAS Corporation                                                         
123	EME                   	NYSE    	     USD	   0.0800	quarterly   	 0.540	          	2020-04-30	2020-04-17	2020-04-16	2020-04-06 11:25    	EMCOR                                                                      
124	BBVA                  	NYSE    	     USD	   0.1730	            	      	          	2020-04-24	2020-04-08	2020-04-07	2020-04-06 10:08    	BBVA Compass Bancshares                                                    
125	GAIN                  	        	        	         	            	      	          	          	          	          	2020-04-06 09:49    	Gladstone Investment                                                       
126	UTG                   	NYSEMKT 	     USD	   0.1800	monthly     	 8.890	          	2020-06-30	2020-06-19	2020-06-18	2020-04-06 09:11    	Reaves Utility Income Fund                                                 
127	ILPT                  	NASDAQ  	     USD	   0.3300	quarterly   	 8.780	          	2020-05-21	2020-04-16	2020-04-15	2020-04-06 09:11    	Industrial Logistics Properties                                            
128	PBA                   	NYSE    	     CAD	   0.2100	monthly     	10.250	          	2020-05-15	2020-04-24	2020-04-23	2020-04-06 07:49    	Pembina Pipeline                                                           
129	LNN                   	NYSE    	     USD	   0.3200	quarterly   	 1.500	          	2020-05-29	2020-05-15	2020-05-14	2020-04-06 06:56    	Lindsay                                                                    
130	FCMGF                 	OTC     	     USD	   0.0780	monthly     	13.580	          	2020-05-15	2020-04-30	2020-04-29	2020-04-06 06:56    	Firm Capital Mortgage Investment                                           
131	GEO                   	NYSE    	     USD	   0.4800	quarterly   	17.810	          	2020-04-24	2020-04-17	2020-04-16	2020-04-06 06:55    	GEO Group                                                                  
132	RYCEF  | RLLCF  | RYCE	OTCPK   	        	         	            	      	          	          	          	          	2020-04-06 06:43    	Rolls-Royce                                                                
133	ANH                   	NYSE    	        	         	            	      	          	          	          	          	2020-04-03 18:54    	Anworth Mortgage Asset                                                     
134	OLGRF                 	OTC     	     USD	   0.2300	monthly     	 8.670	          	2020-04-30	2020-04-21	2020-04-20	2020-04-03 17:03    	Olympia Financial Group                                                    
135	RA                    	NYSE    	     USD	   0.1990	monthly     	17.240	          	2020-06-25	          	          	2020-04-03 16:54    	Brookfield Real Assets Income Fund                                         
136	FSP                   	NYSEMKT 	     USD	   0.0900	quarterly   	 7.420	          	2020-05-07	2020-04-17	2020-04-16	2020-04-03 16:51    	Franklin Street Properties                                                 
137	IBKCO                 	NASDAQ  	     USD	   0.4125	quarterly   	 8.250	          	2020-05-01	2020-04-16	2020-04-15	2020-04-03 16:18    	IBERIABANK Deposit Shs Repr 1/400th Non-Cum Perp Pfd Shs Series C?         
138	BPT                   	NYSE    	       Q	   1.0000	            	      	          	          	          	          	2020-04-03 16:15    	BP Prudhoe Bay Royalty Trust                                               
139	MAV                   	NYSE    	     USD	   0.0375	monthly     	 4.720	          	2020-04-30	2020-04-16	2020-04-15	2020-04-03 16:11    	Pioneer Municipal High Income Advantage Trust                              
140	PHD                   	NYSE    	     USD	   0.0625	monthly     	 9.990	          	2020-04-30	2020-04-16	2020-04-15	2020-04-03 16:10    	Pioneer Floating Rate Trust                                                
141	HNW                   	NYSEMKT 	     USD	   0.0950	monthly     	11.530	          	2020-04-30	2020-04-16	2020-04-15	2020-04-03 16:10    	Pioneer Diversified High Income Trust                                      
142	MVO                   	NYSE    	     USD	   0.2050	quarterly   	29.760	          	2020-04-24	2020-04-15	2020-04-14	2020-04-03 16:10    	MV Oil Trust                                                               
143	PHT                   	NYSE    	     USD	   0.0675	monthly     	13.610	          	2020-04-30	2020-04-16	2020-04-15	2020-04-03 16:09    	Pioneer High Income Trust                                                  
144	MHI                   	NYSE    	     USD	   0.0450	monthly     	 5.210	          	2020-04-30	2020-04-16	2020-04-15	2020-04-03 16:09    	Pioneer Municipal High Income Trust                                        
145	NKX                   	NYSE    	     USD	   0.0515	monthly     	 4.680	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 14:22    	Nuveen California AMT-Free Municipal Income Fund?                          
146	NAC                   	NYSE    	     USD	   0.0520	monthly     	 4.820	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 14:21    	Nuveen CA Dividend Advantage Muni. Fund                                    
147	NYV                   	NYSE    	     USD	   0.0275	monthly     	 2.540	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 14:20    	Nuveen New York Municipal Value Fund 2                                     
148	NNY                   	NYSE    	     USD	   0.0280	monthly     	 3.760	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 14:19    	Nuveen New York Municipal Value Fund                                       
149	NXN                   	NYSE    	     USD	   0.0395	monthly     	 3.810	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 14:19    	Nuveen New York Select Tax-Free Income Portfolio                           
150	NAN                   	NYSE    	     USD	   0.0480	monthly     	 4.660	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 14:18    	Nuveen New York Dividend Advantage Municipal Fund                          
151	NRK                   	NYSE    	     USD	   0.0450	monthly     	 4.590	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 14:17    	Nuveen New York AMT-Free Municipal Income Fund                             
152	NCB                   	NYSE    	     USD	   0.0345	monthly     	 2.860	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 14:16    	Nuveen California Municipal Value Fund 2                                   
153	NXC                   	NYSE    	     USD	   0.0437	monthly     	 3.690	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 14:15    	Nuveen California Select Tax-Free Income Portfolio                         
154	NCA                   	NYSE    	     USD	   0.0265	monthly     	 3.380	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 14:13    	Nuveen California Municipal Value Fund                                     
155	ONVC                  	OTCQX   	        	         	            	      	          	          	          	          	2020-04-03 13:37    	Online Vacation Center                                                     
156	MLHR                  	        	J       	16,202,01	            	      	          	          	          	          	2020-04-03 13:25    	Herman Miller                                                              
157	STZ.B                 	NYSE    	     USD	   0.6800	quarterly   	 2.090	          	2020-05-19	2020-05-05	2020-05-04	2020-04-03 12:32    	Constellation Brands                                                       
158	STZ                   	NYSE    	     USD	   0.7500	quarterly   	 2.380	          	2020-05-19	2020-05-05	2020-05-04	2020-04-03 12:31    	Constellation Brands                                                       
159	JSD                   	NYSE    	     USD	   0.0875	monthly     	10.050	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 11:18    	Nuveen Short Duration Credit Opportunities Fund                            
160	JRO                   	NYSE    	     USD	   0.0560	monthly     	 9.630	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 11:17    	Nuveen Floating Rate Income Opportunity Fund                               
161	JFR                   	NYSE    	     USD	   0.0570	monthly     	 9.670	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 11:15    	Nuveen Floating Rate Income Fund                                           
162	NSL                   	NYSE    	     USD	   0.0350	monthly     	10.080	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 11:14    	Nuveen Senior Income Fund                                                  
