id	        Ticker        	 Exchange 	Currency	 Dividend 	Distribution	 Yield  	30-Day SEC	 Payable  	  Record  	Ex-Dividend 	Timestamp 	          Fund           
76 	PFBC                  	NASDAQ  	     USD	   0.3000	quarterly   	      	          	2020-04-21	2020-04-07	2020-04-06	2020-04-03 09:43    	Preferred Bank                                                             
77 	NUW                   	NYSE    	     USD	   0.0390	monthly     	 3.150	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 09:42    	Nuveen AMT-Free Municipal Value Fund                                       
78 	WSR                   	NYSE    	     USD	   0.0350	monthly     	      	          	2020-06-12	2020-06-02	2020-06-01	2020-04-03 09:42    	Whitestone REIT                                                            
79 	NUV                   	        	     USD	   0.0310	            	      	          	          	          	          	2020-04-03 09:41    	See WSR Dividend Scorecard, Yield Chart, &amp; Dividend Growth.            
80 	NXR                   	NYSE    	     USD	   0.0310	monthly     	 3.950	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 09:41    	Nuveen Municipal Value Fund                                                
81 	NXP                   	NYSE    	     USD	   0.0435	monthly     	 3.490	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 09:40    	Nuveen Select Tax-Free Income Portfolio 3                                  
82 	NXQ                   	NYSE    	     USD	   0.0455	monthly     	 3.770	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 09:39    	Nuveen Select Tax-Free Income Portfolio                                    
83 	XIN                   	NYSE    	     USD	   0.0420	monthly     	 3.650	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 06:23    	Nuveen Select Tax-Free Income Portfolio 2                                  
84 	HFRO                  	NYSE    	     USD	   0.1000	quarterly   	 9.570	          	2020-05-08	2020-04-17	2020-04-16	2020-04-03 06:20    	Xinyuan Real Estate                                                        
85 	CYD                   	NYSE    	     USD	   0.0770	monthly     	10.960	          	2020-04-30	2020-04-23	2020-04-22	2020-04-03 06:19    	Highland Income Fund                                                       
86 	NHF                   	NYSE    	     USD	   0.8500	annual      	 8.710	          	2020-07-31	2020-07-16	2020-07-15	2020-04-03 06:18    	China Yuchai                                                               
87 	ALFVF  | ALFVY        	NYSE    	     USD	   0.1000	monthly     	15.080	          	2020-04-30	2020-04-23	2020-04-22	2020-04-03 06:08    	NexPoint Strategic Opportunities Fund                                      
88 	MIC                   	OTCPK   	        	         	            	      	          	          	          	          	2020-04-02 17:46    	Alfa Laval                                                                 
89 	DMB                   	NYSE    	     USD	   0.0530	            	      	          	          	          	          	2020-04-02 17:10    	Macquarie Infrastructure                                                   
90 	OPI                   	NYSE    	     USD	   0.0530	monthly     	 5.340	          	2020-05-01	2020-04-20	2020-04-17	2020-04-02 16:53    	Dreyfus Municipal Bond Infrastructure Fund                                 
91 	WHF                   	NASDAQ  	        	         	            	      	          	          	          	          	2020-04-02 16:44    	In monitoring the effects of the COVID-19 pandemic, Office Properties Incom
92 	SUN                   	NASDAQ  	     USD	   0.8255	            	      	          	          	          	          	2020-04-02 16:27    	As the result of economic turmoil caused by the COVID-19 pandemic, WhiteHor
93 	UMH.PD                	NYSE    	     USD	   0.8255	quarterly   	22.300	          	2020-05-19	2020-05-07	2020-05-06	2020-04-02 16:25    	Sunoco LP                                                                  
94 	CODI.PB               	NYSE    	     USD	   0.3984	quarterly   	 9.230	          	2020-06-15	2020-05-15	2020-05-14	2020-04-02 16:23    	UMH Properties, Inc. 6.375% CUM PFD D                                      
95 	UMH.PC                	NYSE    	     USD	   0.4922	quarterly   	11.870	          	2020-04-30	2020-04-15	2020-04-14	2020-04-02 16:23    	Compass Diversified Holdings LLC 7.87% CUM PFD B                           
96 	CODI.PC               	NYSE    	     USD	   0.4219	quarterly   	 9.650	          	2020-06-15	2020-05-15	2020-05-14	2020-04-02 16:23    	UMH Properties 6.75% CUM PFD C                                             
97 	CODI                  	NYSE    	     USD	   0.4922	quarterly   	12.270	          	2020-04-30	2020-04-15	2020-04-14	2020-04-02 16:23    	Compass Diversified 7.875% PFD Series C                                    
98 	UMH.PB                	NYSE    	     USD	   0.3600	quarterly   	11.070	          	2020-04-23	2020-04-16	2020-04-15	2020-04-02 16:21    	Compass Diversified Holdings                                               
99 	CODI.PA               	NYSE    	     USD	   0.5000	quarterly   	 9.750	          	2020-06-15	2020-05-15	2020-05-14	2020-04-02 16:21    	UMH Properties PFD RED SER B                                               
100	UMH                   	NYSE    	     USD	   0.4531	quarterly   	11.870	          	2020-04-30	2020-04-15	2020-04-14	2020-04-02 16:19    	Compass Diversified Holdings Non-Cum Red Pfd Registered Series A           
101	OPI                   	NYSE    	     USD	   0.1800	quarterly   	 7.190	          	2020-06-15	2020-05-15	2020-05-14	2020-04-02 16:18    	UMH Properties                                                             
102	PFLT                  	NASDAQ  	     USD	   0.5500	quarterly   	 8.620	          	2020-05-21	2020-04-13	2020-04-09	2020-04-02 16:09    	Office Properties Income Trust                                             
103	LSI                   	NASDAQ  	     USD	   0.0950	monthly     	25.420	          	2020-05-01	2020-04-16	2020-04-15	2020-04-02 16:08    	PennantPark                                                                
104	SAN                   	NYSE    	     USD	   1.0700	quarterly   	 4.660	          	2020-04-27	2020-04-14	2020-04-13	2020-04-02 15:41    	Life Storage                                                               
105	NHYDY  | NHYKF        	        	        	         	            	      	          	          	          	          	2020-04-02 13:53    	Taking into consideration the European Central Bank's recommendation for ba
106	PNC.PP                	OTCQX   	     USD	   0.3828	            	      	          	          	          	          	2020-04-02 12:59    	Norsk Hydro                                                                
107	PNC.PQ                	NYSE    	     USD	   0.3828	quarterly   	 6.200	          	2020-05-01	2020-04-16	2020-04-15	2020-04-02 12:57    	The PNC Financial Services Group, Inc.                                     
108	FUL                   	NYSE    	     USD	   0.3359	quarterly   	 5.880	          	2020-06-01	2020-05-15	2020-05-14	2020-04-02 12:53    	PNC Financial Services Group Deposit Shs Repr Non-Cum Perp Pfd Shs Series Q
109	PNC                   	NYSE    	     USD	   0.1625	quarterly   	 2.470	          	2020-04-30	2020-04-16	2020-04-15	2020-04-02 12:51    	H.B. Fuller                                                                
110	WTRG                  	NYSE    	     USD	   1.1500	quarterly   	 5.080	          	2020-05-05	2020-04-16	2020-04-15	2020-04-02 12:06    	PNC Financial                                                              
111	TD                    	NYSE    	     USD	   0.2343	quarterly   	 2.350	          	2020-06-01	2020-05-15	2020-05-14	2020-04-02 11:29    	Essential Utilities                                                        
112	BSTZ                  	        	     USD	   0.1000	            	      	          	          	          	          	2020-04-02 11:02    	Add Toronto-Dominion Bank                                                  
113	BST                   	NYSE    	     USD	   0.1000	monthly     	 7.350	          	2020-04-30	2020-04-15	2020-04-14	2020-04-02 10:59    	BlackRock Science and Technology Trust II                                  
114	BUI                   	NYSE    	     USD	   0.1655	monthly     	 7.000	          	2020-04-30	2020-04-15	2020-04-14	2020-04-02 10:57    	BlackRock Science &amp; Technology Trust                                   
115	BOE                   	NYSE    	     USD	   0.1210	monthly     	 9.250	          	2020-04-30	2020-04-15	2020-04-14	2020-04-02 10:54    	BlackRock Utility&amp;Infrastructure Trust                                 
116	CII                   	NYSE    	     USD	   0.0630	monthly     	 9.100	          	2020-04-30	2020-04-15	2020-04-14	2020-04-02 10:51    	BlackRock Enhanced Global Dividend Trust                                   
117	BME                   	NYSE    	     USD	   0.0875	monthly     	 8.470	          	2020-04-30	2020-04-15	2020-04-14	2020-04-02 10:50    	BlackRock Enhanced Capital&amp;Income Fund                                 
118	BGY                   	NYSE    	     USD	   0.2000	monthly     	 7.210	          	2020-04-30	2020-04-15	2020-04-14	2020-04-02 10:48    	BlackRock Health Sciences Trust                                            
119	BGR                   	NYSE    	     USD	   0.0338	monthly     	 9.060	          	2020-04-30	2020-04-15	2020-04-14	2020-04-02 10:46    	BlackRock International Growth&amp;Income Trust                            
120	BDJ                   	NYSE    	     USD	   0.0680	monthly     	      	          	2020-04-30	2020-04-15	2020-04-14	2020-04-02 10:41    	BlackRock Energy&amp;Resources Trust                                       
121	BCX                   	NYSE    	     USD	   0.0500	monthly     	 9.720	          	2020-04-30	2020-04-15	2020-04-14	2020-04-02 10:38    	BlackRock Enhanced Equity Dividend Trust                                   
122	GS  | C  | MS         	NYSE    	     USD	   0.0516	monthly     	11.950	          	2020-04-30	2020-04-15	2020-04-14	2020-04-02 10:22    	BlackRock Resources&amp;Commodities Strategy Trust                         
123	SUNS                  	        	     USD	   0.1175	            	      	          	          	          	          	2020-04-02 10:01    	Goldman Sachs                                                              
124	BPOPN                 	NASDAQ  	     USD	   0.1175	monthly     	14.840	          	2020-05-01	2020-04-23	2020-04-22	2020-04-02 09:59    	Solar Senior Capital                                                       
125	BPOPM                 	NASDAQ  	     USD	   0.1396	monthly     	 6.940	          	2020-05-01	2020-04-15	2020-04-14	2020-04-02 09:58    	Popular Capital Trust I                                                    
126	QIWI                  	NASDAQ  	     USD	   0.1276	monthly     	 6.660	          	2020-05-01	2020-04-15	2020-04-14	2020-04-02 09:54    	Popular Cap Tr II?                                                         
127	ERIE                  	NASDAQ  	     USD	   0.2200	quarterly   	      	          	2020-04-09	2020-04-06	2020-04-03	2020-04-02 09:36    	QIWI plc                                                                   
128	LAMR                  	NASDAQ  	     USD	   0.9650	quarterly   	      	          	2020-04-21	2020-04-06	2020-04-03	2020-04-02 09:07    	Erie Indemnity                                                             
129	RPM                   	NASDAQ  	     USD	   0.3600	            	      	          	          	          	          	2020-04-02 09:07    	In light of the "significant macroeconomic uncertainty resulting from the c
130	DHC                   	NYSE    	     USD	   0.3600	quarterly   	 2.520	          	2020-04-30	2020-04-16	2020-04-15	2020-04-02 07:56    	RPM                                                                        
131	DHC                   	NASDAQ  	        	         	            	      	          	          	          	          	2020-04-02 07:38    	In a move to conserve ~$33.1M of cash per calendar quarter, Diversified Hea
132	ARR.PC                	NASDAQ  	     USD	   0.0100	quarterly   	 1.350	          	2020-05-21	2020-04-13	2020-04-10	2020-04-02 06:52    	Diversified Healthcare Trust                                               
133	PZC                   	NYSE    	     USD	   0.1458	monthly     	11.620	          	2020-04-27	2020-04-15	2020-04-14	2020-04-01 18:06    	ARMOUR Residential REIT PFD C 7%                                           
134	PYN                   	NYSE    	     USD	   0.0380	monthly     	 4.680	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 18:06    	PIMCO California Municipal Income Fund III                                 
135	PMX                   	NYSE    	     USD	   0.0355	monthly     	 5.000	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 18:05    	PIMCO New York Municipal Income Fund III                                   
136	PNI                   	NYSE    	     USD	   0.0460	monthly     	 5.200	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 18:05    	PIMCO Municipal Income Fund III                                            
137	PCK                   	NYSE    	     USD	   0.0400	monthly     	 4.910	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 18:04    	PIMCO New York Municipal Income Fund II                                    
138	MDC                   	NYSE    	     USD	   0.0320	monthly     	 4.540	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 18:04    	Pimco California Municipal Income Fund II                                  
139	PML                   	NYSE    	     USD	   0.3300	quarterly   	 5.690	          	2020-05-20	2020-05-06	2020-05-05	2020-04-01 18:04    	M.D.C. Holdings                                                            
140	GMLP                  	NYSE    	     USD	   0.0590	monthly     	 5.600	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 18:04    	PIMCO Municipal Income Fund II                                             
141	PNF                   	NASDAQ  	     USD	   0.0420	            	      	          	          	          	          	2020-04-01 18:04    	Golar LNG Partners                                                         
142	PCQ                   	NYSE    	     USD	   0.0420	monthly     	 4.650	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 18:03    	PIMCO New York Municipal Income Fund                                       
143	MLAB                  	NYSE    	     USD	   0.0650	monthly     	 4.990	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 18:03    	PIMCO California Municipal Income Fund                                     
144	PMF                   	NASDAQ  	     USD	   0.1600	quarterly   	 0.280	          	2020-06-15	2020-05-29	2020-05-28	2020-04-01 18:03    	Mesa Laboratories                                                          
145	PCI                   	NYSE    	     USD	   0.0540	monthly     	 5.130	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 18:02    	PIMCO Municipal Income Fund                                                
146	GMLP                  	NYSE    	     USD	   0.1740	monthly     	13.390	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 18:02    	PIMCO Dynamic Credit Income Fund                                           
147	PFN                   	NASDAQ  	     USD	   0.0800	            	      	          	          	          	          	2020-04-01 17:55    	Golar LNG Partner's                                                        
148	PDI                   	NYSE    	     USD	   0.0800	monthly     	12.660	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 17:55    	Pimco Income Strategy Fund II                                              
149	PFL                   	NYSE    	     USD	   0.2205	monthly     	11.980	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 17:54    	PIMCO Dynamic Income Fund                                                  
150	PCM                   	NYSE    	     USD	   0.0900	monthly     	12.780	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 17:54    	PIMCO  Income Strategy Fund                                                
151	RCS                   	NYSE    	     USD	   0.0800	monthly     	12.960	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 17:53    	PCM Fund                                                                   
152	PKO                   	NYSE    	     USD	   0.0612	monthly     	12.160	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 17:52    	PIMCO Strategic Income Fund                                                
153	PHK                   	NYSE    	     USD	   0.1900	monthly     	11.290	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 17:52    	PIMCO Income Opportunity Fund                                              
154	PGP                   	NYSE    	     USD	   0.0613	monthly     	15.010	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 17:51    	PIMCO High Income Fund                                                     
155	PTY                   	NYSE    	     USD	   0.0939	monthly     	15.060	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 17:50    	PIMCO Global StocksPLUS&amp;Income Fund                                    
156	PCN                   	NYSE    	     USD	   0.1300	monthly     	12.910	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 17:48    	PIMCO Corporate &amp; Income Opportunity Fund                              
157	HTD                   	NYSE    	     USD	   0.1125	monthly     	10.120	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 17:48    	PIMCO Corporate &amp; Income Strategy Fund                                 
