id	        Ticker        	 Exchange 	Currency	 Dividend 	Distribution	 Yield  	30-Day SEC	 Payable  	  Record  	Ex-Dividend 	Timestamp 	          Fund           
23 	STAG                  	NYSE    	     USD	   0.1200	monthly     	 5.290	          	2020-07-15	2020-06-30	2020-06-29	2020-04-09 16:08    	STAG Industrial                                                            
24 	QNTO                  	OTCQX   	     USD	   0.0900	quarterly   	 3.500	          	2020-05-04	2020-04-20	2020-04-17	2020-04-09 15:05    	Quaint Oak Bancorp                                                         
25 	VCIF                  	NYSE    	     USD	   0.0250	monthly     	 3.360	          	2020-04-30	2020-04-20	2020-04-17	2020-04-09 13:03    	Vertical Capital Income Fund                                               
26 	SPSAF  | SPPSY        	OTC     	        	         	            	      	          	          	          	          	2020-04-09 12:09    	Due to Covid-19 crisis, Sopra Steria                                       
27 	THW                   	NYSE    	     USD	   0.1167	monthly     	11.110	          	2020-04-30	2020-04-20	2020-04-17	2020-04-09 10:56    	Tekla World Healthcare Fund                                                
28 	THQ                   	NYSE    	     USD	   0.1125	monthly     	 7.960	          	2020-04-30	2020-04-20	2020-04-17	2020-04-09 10:55    	Tekla Healthcare Opportunities Fund                                        
29 	XLF  | FAS  | FAZ     	April 9)	        	         	            	      	          	          	          	          	2020-04-09 10:30    	Unlike some other central banks, Fed Chair Powell isn't urging banks to sto
30 	SUUIF                 	OTCPK   	     CAD	   0.0600	monthly     	 8.100	          	2020-05-15	2020-04-30	2020-04-29	2020-04-09 09:30    	Superior Plus                                                              
31 	SM                    	NYSE    	     USD	   0.0100	semi annual 	 1.300	          	2020-05-08	2020-04-24	2020-04-23	2020-04-09 09:25    	SM Energy                                                                  
32 	BIBLF                 	OTCPK   	     CAD	   0.0263	quarterly   	 3.870	          	2020-05-29	2020-05-15	2020-05-14	2020-04-09 09:22    	Waterloo Brewing                                                           
33 	CSWI                  	NASDAQ  	     USD	   0.1350	quarterly   	 0.800	          	2020-05-13	2020-05-01	2020-04-30	2020-04-09 09:20    	CSW Industrials                                                            
34 	CPLG                  	NYSE    	        	         	            	      	          	          	          	          	2020-04-09 08:14    	CorePoint Lodging                                                          
35 	ARDC                  	NYSE    	     USD	   0.0975	monthly     	11.010	          	2020-04-30	2020-04-21	2020-04-20	2020-04-09 07:52    	Ares Dynamic Credit Allocation Fund                                        
36 	TT                    	NYSE    	     USD	   0.5300	quarterly   	 2.410	          	2020-06-30	2020-06-05	2020-06-04	2020-04-09 07:45    	Trane Technologies                                                         
37 	GFL                   	NYSE    	     USD	   0.0100	quarterly   	 0.290	          	2020-04-30	2020-04-20	2020-04-17	2020-04-09 06:12    	GFL Environmental                                                          
38 	GLQ                   	NYSEMKT 	     USD	   0.1104	monthly     	14.380	          	2020-06-30	2020-06-19	2020-06-18	2020-04-09 06:08    	Clough Global Equity Fund                                                  
39 	GLO                   	NYSEMKT 	     USD	   0.0897	monthly     	14.950	          	2020-06-30	2020-06-19	2020-06-18	2020-04-09 06:07    	Clough Global Opportunities Fund                                           
40 	GLV                   	NYSEMKT 	     USD	   0.1008	monthly     	14.500	          	2020-06-30	2020-06-19	2020-06-18	2020-04-09 06:05    	Clough Global Allocation Fund                                              
41 	ORC                   	NYSE    	     USD	   0.0550	monthly     	23.400	          	2020-05-27	2020-04-30	2020-04-29	2020-04-09 06:03    	Orchid Island Capital                                                      
42 	ETR                   	NYSE    	     USD	   0.9300	quarterly   	 3.970	          	2020-06-01	2020-05-07	2020-05-06	2020-04-09 06:02    	Entergy                                                                    
43 	AGNC                  	NASDAQ  	        	         	            	      	          	          	          	          	2020-04-08 17:22    	AGNC Investment                                                            
44 	AGNC                  	NASDAQ  	        	   0.1200	monthly     	12.780	          	2020-05-11	2020-04-30	2020-04-29	2020-04-08 17:11    	AGNC Investment                                                            
45 	RELL                  	NASDAQ  	     USD	   0.0600	quarterly   	 6.650	          	2020-05-27	2020-05-06	2020-05-05	2020-04-08 17:02    	Richardson Electronics                                                     
46 	ALLE                  	NYSE    	     USD	   0.3200	quarterly   	 1.380	          	2020-06-30	2020-06-16	2020-06-15	2020-04-08 17:01    	Allegion                                                                   
47 	QADB                  	NASDAQ  	     USD	   0.0600	quarterly   	 0.800	          	2020-04-29	2020-04-22	2020-04-21	2020-04-08 16:33    	QAD                                                                        
48 	QADA                  	NASDAQ  	     USD	   0.0720	quarterly   	 0.680	          	2020-04-29	2020-04-22	2020-04-21	2020-04-08 16:08    	QAD                                                                        
49 	ADP                   	NASDAQ  	     USD	   0.9100	quarterly   	 2.650	          	2020-07-01	2020-06-12	2020-06-11	2020-04-08 14:33    	Automatic Data Processing                                                  
50 	SBFFF  | SBFFY        	OTCPK   	     EUR	   0.7450	            	      	          	2020-05-06	2020-04-15	2020-04-14	2020-04-08 14:10    	SBM Offshore                                                               
51 	BGH                   	NYSE    	     USD	   0.1056	monthly     	11.550	          	2020-07-01	2020-06-22	2020-06-19	2020-04-08 13:33    	Barings Global Short                                                       
52 	CBH                   	NYSE    	     USD	   0.0460	monthly     	      	          	2020-05-01	2020-04-13	2020-04-09	2020-04-08 11:21    	AllianzGI Convertible &amp; Income 2024 Target Term Fund                   
53 	CAT                   	NYSE    	        	         	            	      	          	          	          	          	2020-04-08 11:08    	The Caterpillar                                                            
54 	AIO                   	NYSE    	     USD	   0.1083	monthly     	      	          	2020-05-01	2020-04-13	2020-04-09	2020-04-08 10:08    	AllianzGI Artificial Intelligence &amp; Technology Opportunities Fund      
55 	ACV                   	NYSE    	     USD	   0.1670	monthly     	      	          	2020-05-01	2020-04-13	2020-04-09	2020-04-08 09:51    	AllianzGI Diversified Income &amp; Convertible Fund                        
56 	APMCF                 	OTC     	        	         	            	      	          	          	          	          	2020-04-08 09:36    	Morien Resources?                                                          
57 	AVAL                  	NYSE    	     USD	   0.0250	monthly     	      	          	2020-04-16	2020-04-13	2020-04-09	2020-04-08 09:35    	Grupo Aval Acciones y Valores S.A.                                         
58 	DX                    	NYSE    	     USD	   0.1500	monthly     	16.290	          	2020-05-01	2020-04-22	2020-04-21	2020-04-08 08:31    	Dynex Capital                                                              
59 	EFC                   	NYSE    	     USD	   0.0800	            	21.010	          	2020-05-26	2020-04-30	2020-03-30	2020-04-08 06:29    	Ellington Financial Inc.                                                   
60 	ROK                   	NYSE    	     USD	   1.0200	quarterly   	 2.590	          	2020-06-10	2020-05-18	2020-05-15	2020-04-07 17:57    	Rockwell Automation                                                        
61 	KNOP                  	NYSE    	     USD	   0.5200	quarterly   	21.510	          	2020-05-14	2020-05-01	2020-04-30	2020-04-07 17:04    	KNOT Offshore Partners                                                     
62 	VMM                   	NYSEMKT 	     USD	   0.0375	monthly     	 3.710	          	2020-04-24	2020-04-17	2020-04-16	2020-04-07 16:56    	Delaware Investments Minnesota Municipal Income Fund II                    
63 	VFL                   	NYSEMKT 	     USD	   0.0425	monthly     	 4.470	          	2020-04-24	2020-04-17	2020-04-16	2020-04-07 16:56    	Delaware Investments National Municipal Income Fund                        
64 	VCF                   	NYSEMKT 	     USD	   0.0450	monthly     	 4.150	          	2020-04-24	2020-04-17	2020-04-16	2020-04-07 16:55    	Delaware Investments Colorado Municipal Income Fund                        
65 	DEX                   	NYSE    	     USD	   0.0772	monthly     	12.350	          	2020-04-24	2020-04-17	2020-04-16	2020-04-07 16:44    	Delaware Enhanced Global Dividend &amp; Income Fund                        
66 	DDF                   	NYSE    	     USD	   0.0831	monthly     	12.220	          	2020-04-24	2020-04-17	2020-04-16	2020-04-07 16:43    	Delaware Investments Dividend &amp; Income Fund                            
67 	LEN                   	NYSE    	     USD	   0.1250	quarterly   	 1.270	          	2020-05-05	2020-04-21	2020-04-20	2020-04-07 16:33    	Lennar                                                                     
68 	BAC.PB                	NYSE    	     USD	   0.3750	quarterly   	 5.750	          	2020-05-18	2020-04-30	2020-04-29	2020-04-07 16:33    	Bank of America Corporation 6 NCUM PFD SR GG                               
69 	BAC.PE                	NYSE    	     USD	   0.2500	quarterly   	 4.670	          	2020-05-15	2020-04-30	2020-04-29	2020-04-07 16:30    	Bank of America Corporation Deposit Shs Perp Pfd Shs Series E              
70 	BAC.PM                	NYSE    	     USD	   0.3359	quarterly   	 5.440	          	2020-06-25	2020-06-01	2020-05-29	2020-04-07 16:27    	Bank of America Corporation 5.375 DEP PFD KK                               
71 	AIF                   	NYSE    	     USD	   0.0910	monthly     	 9.750	          	2020-04-30	2020-04-17	2020-04-16	2020-04-07 16:20    	Apollo Tactical Income Fund                                                
72 	AFT                   	NYSE    	     USD	   0.0840	monthly     	 9.070	          	2020-04-30	2020-04-17	2020-04-16	2020-04-07 16:19    	Apollo Senior Floating Rate Fund                                           
73 	UNF                   	NYSE    	     USD	   0.2500	quarterly   	 0.640	          	2020-06-29	2020-06-08	2020-06-05	2020-04-07 14:53    	UniFirst                                                                   
74 	SADL                  	OTCPK   	        	         	            	      	          	          	          	          	2020-04-07 13:07    	William H. Sadlier                                                         
75 	VIV                   	NYSE    	     USD	   0.2690	            	      	          	          	2020-04-10	2020-04-08	2020-04-07 10:51    	Telefonica Brasil                                                          
76 	AMIVF                 	OTC     	     CAD	   0.0750	monthly     	 9.830	          	2020-05-12	2020-04-30	2020-04-29	2020-04-07 10:50    	Atrium Mortgage Investment                                                 
77 	FRG                   	NASDAQ  	     USD	   0.2500	quarterly   	      	          	2020-04-27	2020-04-10	2020-04-08	2020-04-07 09:40    	Franchise Group                                                            
78 	OSW                   	NASDAQ  	     USD	   0.0400	quarterly   	      	          	2020-05-29	2020-04-10	2020-04-08	2020-04-07 09:23    	OneSpaWorld                                                                
79 	GBX                   	NYSE    	     USD	   0.2700	quarterly   	 7.520	          	2020-05-13	2020-04-22	2020-04-21	2020-04-07 06:44    	Greenbrier                                                                 
80 	MINDP                 	NASDAQ  	     USD	   0.5625	quarterly   	16.670	          	2020-04-30	2020-04-15	2020-04-14	2020-04-07 06:38    	Mitcham Industries                                                         
81 	MMS                   	NYSE    	     USD	   0.2800	quarterly   	 1.910	          	2020-05-29	2020-05-15	2020-05-14	2020-04-07 06:35    	MAXIMUS                                                                    
82 	KSM                   	NYSE    	     USD	   0.0350	monthly     	 4.260	          	2020-04-30	2020-04-16	2020-04-15	2020-04-06 17:59    	DWS Strategic Municipal Income Trust                                       
83 	KTF                   	NYSE    	     USD	   0.0325	monthly     	 3.890	          	2020-04-30	2020-04-16	2020-04-15	2020-04-06 17:57    	DWS Municipal Income Trust                                                 
84 	BEVFF                 	OTC     	     CAD	   0.0167	monthly     	14.650	          	2020-04-30	2020-04-15	2020-04-14	2020-04-06 17:19    	Diversified Royalty                                                        
85 	LXFR                  	NYSE    	     USD	   0.1250	quarterly   	 3.570	          	2020-05-06	2020-04-17	2020-04-16	2020-04-06 17:16    	Luxfer Holdings                                                            
86 	GPC                   	NYSE    	     USD	   0.7900	quarterly   	 5.420	          	2020-07-01	2020-06-05	2020-06-04	2020-04-06 16:47    	Genuine Parts                                                              
87 	RMI                   	NYSE    	     USD	   0.0917	monthly     	 5.730	          	2020-06-30	2020-06-16	2020-06-15	2020-04-06 16:38    	RiverNorth Opportunistic Municipal Income Fund  Inc                        
88 	RMM                   	NYSE    	     USD	   0.0917	monthly     	 6.660	          	2020-06-30	          	          	2020-04-06 16:37    	RiverNorth Managed Duration Municipal Income Fund                          
89 	OPP                   	NYSE    	     USD	   0.1800	monthly     	17.580	          	2020-06-30	          	          	2020-04-06 16:36    	RiverNorth/DoubleLine Strategic Opportunity Fund                           
90 	TWO                   	NYSE    	     USD	   0.0500	interim     	      	          	2020-04-29	2020-04-16	2020-04-15	2020-04-06 16:23    	Two Harbors Investment                                                     
91 	BDGE                  	NASDAQ  	     USD	   0.2400	quarterly   	 5.050	          	2020-04-27	2020-04-20	2020-04-17	2020-04-06 16:18    	Bridge Bancorp                                                             
92 	TNP.PC                	NYSE    	     USD	   0.5547	quarterly   	 9.000	          	2020-04-30	2020-04-27	2020-04-24	2020-04-06 16:12    	Tsakos Energy Navigation Ltd Cum Red Perp Pfd Shs Series C                 
93 	RSF                   	NYSE    	     USD	   0.1800	monthly     	13.670	          	2020-06-30	2020-06-16	2020-06-15	2020-04-06 16:12    	RiverNorth Marketplace Lending                                             
94 	TNP.PF                	NYSE    	     USD	   0.5938	quarterly   	13.810	          	2020-04-30	2020-04-27	2020-04-24	2020-04-06 16:12    	Tsakos Energy Navigation Ltd Cum Red Perp Pfd Shs Series F                 
95 	ASNB                  	OTCQB   	     USD	   0.1800	special     	      	          	2020-04-23	2020-04-16	2020-04-24	2020-04-06 15:44    	EKIMAS Corporation                                                         
96 	EME                   	NYSE    	     USD	   0.0800	quarterly   	 0.540	          	2020-04-30	2020-04-17	2020-04-16	2020-04-06 11:25    	EMCOR                                                                      
97 	BBVA                  	NYSE    	     USD	   0.1730	            	      	          	2020-04-24	2020-04-08	2020-04-07	2020-04-06 10:08    	BBVA Compass Bancshares                                                    
98 	GAIN                  	        	        	         	            	      	          	          	          	          	2020-04-06 09:49    	Gladstone Investment                                                       
99 	UTG                   	NYSEMKT 	     USD	   0.1800	monthly     	 8.890	          	2020-06-30	2020-06-19	2020-06-18	2020-04-06 09:11    	Reaves Utility Income Fund                                                 
100	ILPT                  	NASDAQ  	     USD	   0.3300	quarterly   	 8.780	          	2020-05-21	2020-04-16	2020-04-15	2020-04-06 09:11    	Industrial Logistics Properties                                            
101	PBA                   	NYSE    	     CAD	   0.2100	monthly     	10.250	          	2020-05-15	2020-04-24	2020-04-23	2020-04-06 07:49    	Pembina Pipeline                                                           
102	LNN                   	NYSE    	     USD	   0.3200	quarterly   	 1.500	          	2020-05-29	2020-05-15	2020-05-14	2020-04-06 06:56    	Lindsay                                                                    
103	FCMGF                 	OTC     	     USD	   0.0780	monthly     	13.580	          	2020-05-15	2020-04-30	2020-04-29	2020-04-06 06:56    	Firm Capital Mortgage Investment                                           
104	GEO                   	NYSE    	     USD	   0.4800	quarterly   	17.810	          	2020-04-24	2020-04-17	2020-04-16	2020-04-06 06:55    	GEO Group                                                                  
105	RYCEF  | RLLCF  | RYCE	OTCPK   	        	         	            	      	          	          	          	          	2020-04-06 06:43    	Rolls-Royce                                                                
106	ANH                   	NYSE    	        	         	            	      	          	          	          	          	2020-04-03 18:54    	Anworth Mortgage Asset                                                     
107	OLGRF                 	OTC     	     USD	   0.2300	monthly     	 8.670	          	2020-04-30	2020-04-21	2020-04-20	2020-04-03 17:03    	Olympia Financial Group                                                    
108	RA                    	NYSE    	     USD	   0.1990	monthly     	17.240	          	2020-06-25	          	          	2020-04-03 16:54    	Brookfield Real Assets Income Fund                                         
109	FSP                   	NYSEMKT 	     USD	   0.0900	quarterly   	 7.420	          	2020-05-07	2020-04-17	2020-04-16	2020-04-03 16:51    	Franklin Street Properties                                                 
110	IBKCO                 	NASDAQ  	     USD	   0.4125	quarterly   	 8.250	          	2020-05-01	2020-04-16	2020-04-15	2020-04-03 16:18    	IBERIABANK Deposit Shs Repr 1/400th Non-Cum Perp Pfd Shs Series C?         
111	BPT                   	NYSE    	       Q	   1.0000	            	      	          	          	          	          	2020-04-03 16:15    	BP Prudhoe Bay Royalty Trust                                               
112	MAV                   	NYSE    	     USD	   0.0375	monthly     	 4.720	          	2020-04-30	2020-04-16	2020-04-15	2020-04-03 16:11    	Pioneer Municipal High Income Advantage Trust                              
113	PHD                   	NYSE    	     USD	   0.0625	monthly     	 9.990	          	2020-04-30	2020-04-16	2020-04-15	2020-04-03 16:10    	Pioneer Floating Rate Trust                                                
114	HNW                   	NYSEMKT 	     USD	   0.0950	monthly     	11.530	          	2020-04-30	2020-04-16	2020-04-15	2020-04-03 16:10    	Pioneer Diversified High Income Trust                                      
115	MVO                   	NYSE    	     USD	   0.2050	quarterly   	29.760	          	2020-04-24	2020-04-15	2020-04-14	2020-04-03 16:10    	MV Oil Trust                                                               
116	PHT                   	NYSE    	     USD	   0.0675	monthly     	13.610	          	2020-04-30	2020-04-16	2020-04-15	2020-04-03 16:09    	Pioneer High Income Trust                                                  
117	MHI                   	NYSE    	     USD	   0.0450	monthly     	 5.210	          	2020-04-30	2020-04-16	2020-04-15	2020-04-03 16:09    	Pioneer Municipal High Income Trust                                        
118	NKX                   	NYSE    	     USD	   0.0515	monthly     	 4.680	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 14:22    	Nuveen California AMT-Free Municipal Income Fund?                          
119	NAC                   	NYSE    	     USD	   0.0520	monthly     	 4.820	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 14:21    	Nuveen CA Dividend Advantage Muni. Fund                                    
120	NYV                   	NYSE    	     USD	   0.0275	monthly     	 2.540	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 14:20    	Nuveen New York Municipal Value Fund 2                                     
121	NNY                   	NYSE    	     USD	   0.0280	monthly     	 3.760	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 14:19    	Nuveen New York Municipal Value Fund                                       
122	NXN                   	NYSE    	     USD	   0.0395	monthly     	 3.810	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 14:19    	Nuveen New York Select Tax-Free Income Portfolio                           
123	NAN                   	NYSE    	     USD	   0.0480	monthly     	 4.660	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 14:18    	Nuveen New York Dividend Advantage Municipal Fund                          
124	NRK                   	NYSE    	     USD	   0.0450	monthly     	 4.590	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 14:17    	Nuveen New York AMT-Free Municipal Income Fund                             
125	NCB                   	NYSE    	     USD	   0.0345	monthly     	 2.860	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 14:16    	Nuveen California Municipal Value Fund 2                                   
126	NXC                   	NYSE    	     USD	   0.0437	monthly     	 3.690	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 14:15    	Nuveen California Select Tax-Free Income Portfolio                         
127	NCA                   	NYSE    	     USD	   0.0265	monthly     	 3.380	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 14:13    	Nuveen California Municipal Value Fund                                     
128	ONVC                  	OTCQX   	        	         	            	      	          	          	          	          	2020-04-03 13:37    	Online Vacation Center                                                     
129	MLHR                  	        	J       	16,202,01	            	      	          	          	          	          	2020-04-03 13:25    	Herman Miller                                                              
130	STZ.B                 	NYSE    	     USD	   0.6800	quarterly   	 2.090	          	2020-05-19	2020-05-05	2020-05-04	2020-04-03 12:32    	Constellation Brands                                                       
131	STZ                   	NYSE    	     USD	   0.7500	quarterly   	 2.380	          	2020-05-19	2020-05-05	2020-05-04	2020-04-03 12:31    	Constellation Brands                                                       
132	JSD                   	NYSE    	     USD	   0.0875	monthly     	10.050	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 11:18    	Nuveen Short Duration Credit Opportunities Fund                            
133	JRO                   	NYSE    	     USD	   0.0560	monthly     	 9.630	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 11:17    	Nuveen Floating Rate Income Opportunity Fund                               
134	JFR                   	NYSE    	     USD	   0.0570	monthly     	 9.670	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 11:15    	Nuveen Floating Rate Income Fund                                           
135	NSL                   	NYSE    	     USD	   0.0350	monthly     	10.080	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 11:14    	Nuveen Senior Income Fund                                                  
136	JPI                   	NYSE    	     USD	   0.1305	monthly     	 9.170	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 11:13    	Nuveen Preferred &amp; Income Term Fund                                    
137	JPS                   	NYSE    	     USD	   0.0505	monthly     	 9.200	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 11:12    	Nuveen Preferred &amp; Income Securities Fund                              
138	JPT                   	NYSE    	     USD	   0.1185	monthly     	 7.540	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 11:10    	The Nuveen Preferred and Income 2022 Term Fund                             
139	JPC                   	NYSE    	     USD	   0.0530	monthly     	 9.740	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 11:09    	Nuveen Preferred &amp; Income Opportunities Fund                           
140	NPV                   	NYSE    	     USD	   0.0435	monthly     	 4.210	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 11:04    	Nuveen Virginia Quality Municipal Income Fund                              
141	NPN                   	NYSE    	     USD	   0.0305	monthly     	 2.860	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 11:02    	Nuveen Pennsylvania Municipal Value Fund                                   
142	NQP                   	NYSE    	     USD	   0.0505	monthly     	 4.850	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 11:01    	Nuveen Pennsylvania Investment Quality Municipal Fund                      
143	NMCO                  	NYSE    	     USD	   0.0525	monthly     	 5.250	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 10:57    	Nuveen Municipal Credit Opportunities Fund                                 
144	NVG                   	NYSE    	     USD	   0.0655	monthly     	 5.750	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 10:54    	Nuveen AMT-Free Municipal Credit Income Fund                               
145	NEA                   	NYSE    	     USD	   0.0535	monthly     	 5.000	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 10:53    	Nuveen AMT-Free Quality Municipal Income Fund                              
146	NUO                   	NYSE    	     USD	   0.0440	monthly     	 3.770	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 10:48    	Nuveen Ohio Quality Municipal Income Fund                                  
147	NJV                   	NYSE    	     USD	   0.0310	monthly     	 2.970	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 10:47    	Nuveen New Jersey Municipal Value Fund                                     
148	NXJ                   	NYSE    	     USD	   0.0515	monthly     	 4.870	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 10:46    	Nuveen New Jersey Quality Municipal Income Fund                            
149	NMS                   	NYSE    	     USD	   0.0445	monthly     	 4.360	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 10:42    	Nuveen Minnesota Quality Municipal Income Fund                             
150	NOM                   	NYSE    	     USD	   0.0360	monthly     	 3.310	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 10:41    	Nuveen Missouri Quality Municipal Income Fund                              
151	NSRGY  | NSRGF        	OTCPK   	        	         	            	      	          	          	          	          	2020-04-03 10:39    	Nestle                                                                     
152	NUM                   	NYSE    	     USD	   0.0445	monthly     	 4.170	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 10:39    	Nuveen Michigan Quality Income Municipal Fund                              
153	NAD                   	NYSE    	     USD	   0.0535	monthly     	 4.970	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 10:38    	Nuveen Quality Municipal Income Fund                                       
154	NMY                   	NYSE    	     USD	   0.0440	monthly     	 4.430	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 10:37    	Nuveen Maryland Premium Income Municipal Fund                              
155	NHA                   	NYSE    	     USD	   0.0130	monthly     	 1.640	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 10:36    	Nuveen Municipal 2021 Target Term Fund                                     
156	NIQ                   	NYSE    	     USD	   0.0315	monthly     	 2.910	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 10:35    	Nuveen In termediate Duration Quality Municipal Term Fund                  
157	NID                   	NYSE    	     USD	   0.0425	monthly     	 4.130	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 10:32    	Nuveen Intermediate Duration Municipal Term Fund                           
158	NEV                   	NYSE    	     USD	   0.0565	monthly     	 5.270	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 10:31    	Nuveen Enhanced Municipal Value Fund                                       
159	NMT                   	NYSE    	     USD	   0.0410	monthly     	 3.850	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 10:29    	Nuveen Massachusetts Premium Income Municipal Fund                         
