id	        Ticker        	 Exchange 	Currency	 Dividend 	Distribution	 Yield  	30-Day SEC	 Payable  	  Record  	Ex-Dividend 	Timestamp 	          Fund           
28 	NHA                   	NYSE    	     USD	   0.0130	monthly     	 1.640	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 10:36    	Nuveen Municipal 2021 Target Term Fund                                     
29 	NIQ                   	NYSE    	     USD	   0.0315	monthly     	 2.910	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 10:35    	Nuveen In termediate Duration Quality Municipal Term Fund                  
30 	NID                   	NYSE    	     USD	   0.0425	monthly     	 4.130	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 10:32    	Nuveen Intermediate Duration Municipal Term Fund                           
31 	NEV                   	NYSE    	     USD	   0.0565	monthly     	 5.270	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 10:31    	Nuveen Enhanced Municipal Value Fund                                       
32 	NMT                   	NYSE    	     USD	   0.0410	monthly     	 3.850	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 10:29    	Nuveen Massachusetts Premium Income Municipal Fund                         
33 	NMZ                   	NYSE    	     USD	   0.0595	monthly     	 6.170	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 10:29    	Nuveen Municipal High Income Opportunity Fund                              
34 	NKG                   	NYSE    	     USD	   0.0370	monthly     	 3.930	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 10:27    	Nuveen Georgia Dividend Advantage Municipal Funds 2                        
35 	JEMD                  	NYSE    	     USD	   0.0375	monthly     	 7.790	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 10:27    	Nuveen Emerging Markets Debt 2022 Target Term Fund                         
36 	JQC                   	NYSE    	     USD	   0.0884	monthly     	19.150	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 10:25    	Nuveen Credit Strategies Income Fund                                       
37 	NAZ                   	NYSE    	     USD	   0.0438	monthly     	 4.430	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 10:25    	Nuveen Arizona Premium Income Municipal Fund                               
38 	JRI                   	NYSE    	     USD	   0.0965	monthly     	12.540	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 10:21    	Nuveen Real Asset Income &amp; Growth Fund                                 
39 	JLS                   	NYSE    	     USD	   0.0910	monthly     	 6.480	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 10:19    	Nuveen Mortgage and Income Fund                                            
40 	JHB                   	NYSE    	     USD	   0.0370	monthly     	 5.330	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 10:18    	Nuveen High Income November 2021 Target Term Fund                          
41 	JHAA                  	NYSE    	     USD	   0.0480	monthly     	 6.930	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 10:17    	Nuveen High Income 2023 Target Term Fund                                   
42 	JCO                   	NYSE    	     USD	   0.0470	monthly     	 7.330	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 10:14    	Nuveen Credit Opportunities 2022 Target Term Fund                          
43 	JHY                   	NYSE    	     USD	   0.0160	monthly     	 2.160	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 10:09    	Nuveen High Income 2020 Target Term Fund                                   
44 	JGH                   	NYSE    	     USD	   0.1020	monthly     	11.010	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 10:07    	Nuveen Global High Income Fund                                             
45 	SBR                   	NYSE    	     USD	   0.2582	monthly     	11.460	          	2020-04-29	2020-04-15	2020-04-14	2020-04-03 09:56    	Sabine Royalty Trust                                                       
46 	NBB                   	NYSE    	     USD	   0.0925	monthly     	 6.000	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 09:55    	Nuveen Taxable Municipal Income Fund                                       
47 	NEV                   	NYSE    	     USD	   0.0565	monthly     	 5.360	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 09:54    	Nuveen Enhanced Municipal Value Fund                                       
48 	NMZ                   	NYSE    	     USD	   0.0595	monthly     	 6.110	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 09:54    	Nuveen Municipal High Income Opportunity Fund                              
49 	NIM                   	NYSE    	     USD	   0.0265	monthly     	 3.330	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 09:54    	Nuveen Select Maturities Municipal Fund                                    
50 	NMI                   	NYSE    	     USD	   0.0330	monthly     	 3.700	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 09:53    	Nuveen Municipal Income Fund                                               
51 	JMM                   	NYSE    	     USD	   0.0270	monthly     	 5.380	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 09:53    	Nuveen Multi-Market Income Fund                                            
52 	NZF                   	NYSE    	     USD	   0.0625	monthly     	 5.630	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 09:53    	Nuveen Municipal Credit Income Fund                                        
53 	SPE                   	NYSE    	     USD	   0.0940	monthly     	12.620	          	2020-06-30	2020-06-19	2020-06-18	2020-04-03 09:50    	Special Opportunities Fund                                                 
54 	PFBC                  	NASDAQ  	     USD	   0.3000	quarterly   	      	          	2020-04-21	2020-04-07	2020-04-06	2020-04-03 09:43    	Preferred Bank                                                             
55 	NUW                   	NYSE    	     USD	   0.0390	monthly     	 3.150	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 09:42    	Nuveen AMT-Free Municipal Value Fund                                       
56 	WSR                   	NYSE    	     USD	   0.0350	monthly     	      	          	2020-06-12	2020-06-02	2020-06-01	2020-04-03 09:42    	Whitestone REIT                                                            
57 	NUV                   	        	     USD	   0.0310	            	      	          	          	          	          	2020-04-03 09:41    	See WSR Dividend Scorecard, Yield Chart, &amp; Dividend Growth.            
58 	NXR                   	NYSE    	     USD	   0.0310	monthly     	 3.950	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 09:41    	Nuveen Municipal Value Fund                                                
59 	NXP                   	NYSE    	     USD	   0.0435	monthly     	 3.490	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 09:40    	Nuveen Select Tax-Free Income Portfolio 3                                  
60 	NXQ                   	NYSE    	     USD	   0.0455	monthly     	 3.770	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 09:39    	Nuveen Select Tax-Free Income Portfolio                                    
61 	XIN                   	NYSE    	     USD	   0.0420	monthly     	 3.650	          	2020-05-01	2020-04-15	2020-04-14	2020-04-03 06:23    	Nuveen Select Tax-Free Income Portfolio 2                                  
62 	HFRO                  	NYSE    	     USD	   0.1000	quarterly   	 9.570	          	2020-05-08	2020-04-17	2020-04-16	2020-04-03 06:20    	Xinyuan Real Estate                                                        
63 	CYD                   	NYSE    	     USD	   0.0770	monthly     	10.960	          	2020-04-30	2020-04-23	2020-04-22	2020-04-03 06:19    	Highland Income Fund                                                       
64 	NHF                   	NYSE    	     USD	   0.8500	annual      	 8.710	          	2020-07-31	2020-07-16	2020-07-15	2020-04-03 06:18    	China Yuchai                                                               
65 	ALFVF  | ALFVY        	NYSE    	     USD	   0.1000	monthly     	15.080	          	2020-04-30	2020-04-23	2020-04-22	2020-04-03 06:08    	NexPoint Strategic Opportunities Fund                                      
66 	MIC                   	OTCPK   	        	         	            	      	          	          	          	          	2020-04-02 17:46    	Alfa Laval                                                                 
67 	DMB                   	NYSE    	     USD	   0.0530	            	      	          	          	          	          	2020-04-02 17:10    	Macquarie Infrastructure                                                   
68 	OPI                   	NYSE    	     USD	   0.0530	monthly     	 5.340	          	2020-05-01	2020-04-20	2020-04-17	2020-04-02 16:53    	Dreyfus Municipal Bond Infrastructure Fund                                 
69 	WHF                   	NASDAQ  	        	         	            	      	          	          	          	          	2020-04-02 16:44    	In monitoring the effects of the COVID-19 pandemic, Office Properties Incom
70 	SUN                   	NASDAQ  	     USD	   0.8255	            	      	          	          	          	          	2020-04-02 16:27    	As the result of economic turmoil caused by the COVID-19 pandemic, WhiteHor
71 	UMH.PD                	NYSE    	     USD	   0.8255	quarterly   	22.300	          	2020-05-19	2020-05-07	2020-05-06	2020-04-02 16:25    	Sunoco LP                                                                  
72 	CODI.PB               	NYSE    	     USD	   0.3984	quarterly   	 9.230	          	2020-06-15	2020-05-15	2020-05-14	2020-04-02 16:23    	UMH Properties, Inc. 6.375% CUM PFD D                                      
73 	UMH.PC                	NYSE    	     USD	   0.4922	quarterly   	11.870	          	2020-04-30	2020-04-15	2020-04-14	2020-04-02 16:23    	Compass Diversified Holdings LLC 7.87% CUM PFD B                           
74 	CODI.PC               	NYSE    	     USD	   0.4219	quarterly   	 9.650	          	2020-06-15	2020-05-15	2020-05-14	2020-04-02 16:23    	UMH Properties 6.75% CUM PFD C                                             
75 	CODI                  	NYSE    	     USD	   0.4922	quarterly   	12.270	          	2020-04-30	2020-04-15	2020-04-14	2020-04-02 16:23    	Compass Diversified 7.875% PFD Series C                                    
76 	UMH.PB                	NYSE    	     USD	   0.3600	quarterly   	11.070	          	2020-04-23	2020-04-16	2020-04-15	2020-04-02 16:21    	Compass Diversified Holdings                                               
77 	CODI.PA               	NYSE    	     USD	   0.5000	quarterly   	 9.750	          	2020-06-15	2020-05-15	2020-05-14	2020-04-02 16:21    	UMH Properties PFD RED SER B                                               
78 	UMH                   	NYSE    	     USD	   0.4531	quarterly   	11.870	          	2020-04-30	2020-04-15	2020-04-14	2020-04-02 16:19    	Compass Diversified Holdings Non-Cum Red Pfd Registered Series A           
79 	OPI                   	NYSE    	     USD	   0.1800	quarterly   	 7.190	          	2020-06-15	2020-05-15	2020-05-14	2020-04-02 16:18    	UMH Properties                                                             
80 	PFLT                  	NASDAQ  	     USD	   0.5500	quarterly   	 8.620	          	2020-05-21	2020-04-13	2020-04-09	2020-04-02 16:09    	Office Properties Income Trust                                             
81 	LSI                   	NASDAQ  	     USD	   0.0950	monthly     	25.420	          	2020-05-01	2020-04-16	2020-04-15	2020-04-02 16:08    	PennantPark                                                                
82 	SAN                   	NYSE    	     USD	   1.0700	quarterly   	 4.660	          	2020-04-27	2020-04-14	2020-04-13	2020-04-02 15:41    	Life Storage                                                               
83 	NHYDY  | NHYKF        	        	        	         	            	      	          	          	          	          	2020-04-02 13:53    	Taking into consideration the European Central Bank's recommendation for ba
84 	PNC.PP                	OTCQX   	     USD	   0.3828	            	      	          	          	          	          	2020-04-02 12:59    	Norsk Hydro                                                                
85 	PNC.PQ                	NYSE    	     USD	   0.3828	quarterly   	 6.200	          	2020-05-01	2020-04-16	2020-04-15	2020-04-02 12:57    	The PNC Financial Services Group, Inc.                                     
86 	FUL                   	NYSE    	     USD	   0.3359	quarterly   	 5.880	          	2020-06-01	2020-05-15	2020-05-14	2020-04-02 12:53    	PNC Financial Services Group Deposit Shs Repr Non-Cum Perp Pfd Shs Series Q
87 	PNC                   	NYSE    	     USD	   0.1625	quarterly   	 2.470	          	2020-04-30	2020-04-16	2020-04-15	2020-04-02 12:51    	H.B. Fuller                                                                
88 	WTRG                  	NYSE    	     USD	   1.1500	quarterly   	 5.080	          	2020-05-05	2020-04-16	2020-04-15	2020-04-02 12:06    	PNC Financial                                                              
89 	TD                    	NYSE    	     USD	   0.2343	quarterly   	 2.350	          	2020-06-01	2020-05-15	2020-05-14	2020-04-02 11:29    	Essential Utilities                                                        
90 	BSTZ                  	        	     USD	   0.1000	            	      	          	          	          	          	2020-04-02 11:02    	Add Toronto-Dominion Bank                                                  
91 	BST                   	NYSE    	     USD	   0.1000	monthly     	 7.350	          	2020-04-30	2020-04-15	2020-04-14	2020-04-02 10:59    	BlackRock Science and Technology Trust II                                  
92 	BUI                   	NYSE    	     USD	   0.1655	monthly     	 7.000	          	2020-04-30	2020-04-15	2020-04-14	2020-04-02 10:57    	BlackRock Science &amp; Technology Trust                                   
93 	BOE                   	NYSE    	     USD	   0.1210	monthly     	 9.250	          	2020-04-30	2020-04-15	2020-04-14	2020-04-02 10:54    	BlackRock Utility&amp;Infrastructure Trust                                 
94 	CII                   	NYSE    	     USD	   0.0630	monthly     	 9.100	          	2020-04-30	2020-04-15	2020-04-14	2020-04-02 10:51    	BlackRock Enhanced Global Dividend Trust                                   
95 	BME                   	NYSE    	     USD	   0.0875	monthly     	 8.470	          	2020-04-30	2020-04-15	2020-04-14	2020-04-02 10:50    	BlackRock Enhanced Capital&amp;Income Fund                                 
96 	BGY                   	NYSE    	     USD	   0.2000	monthly     	 7.210	          	2020-04-30	2020-04-15	2020-04-14	2020-04-02 10:48    	BlackRock Health Sciences Trust                                            
97 	BGR                   	NYSE    	     USD	   0.0338	monthly     	 9.060	          	2020-04-30	2020-04-15	2020-04-14	2020-04-02 10:46    	BlackRock International Growth&amp;Income Trust                            
98 	BDJ                   	NYSE    	     USD	   0.0680	monthly     	      	          	2020-04-30	2020-04-15	2020-04-14	2020-04-02 10:41    	BlackRock Energy&amp;Resources Trust                                       
99 	BCX                   	NYSE    	     USD	   0.0500	monthly     	 9.720	          	2020-04-30	2020-04-15	2020-04-14	2020-04-02 10:38    	BlackRock Enhanced Equity Dividend Trust                                   
100	GS  | C  | MS         	NYSE    	     USD	   0.0516	monthly     	11.950	          	2020-04-30	2020-04-15	2020-04-14	2020-04-02 10:22    	BlackRock Resources&amp;Commodities Strategy Trust                         
101	SUNS                  	        	     USD	   0.1175	            	      	          	          	          	          	2020-04-02 10:01    	Goldman Sachs                                                              
102	BPOPN                 	NASDAQ  	     USD	   0.1175	monthly     	14.840	          	2020-05-01	2020-04-23	2020-04-22	2020-04-02 09:59    	Solar Senior Capital                                                       
103	BPOPM                 	NASDAQ  	     USD	   0.1396	monthly     	 6.940	          	2020-05-01	2020-04-15	2020-04-14	2020-04-02 09:58    	Popular Capital Trust I                                                    
104	QIWI                  	NASDAQ  	     USD	   0.1276	monthly     	 6.660	          	2020-05-01	2020-04-15	2020-04-14	2020-04-02 09:54    	Popular Cap Tr II?                                                         
105	ERIE                  	NASDAQ  	     USD	   0.2200	quarterly   	      	          	2020-04-09	2020-04-06	2020-04-03	2020-04-02 09:36    	QIWI plc                                                                   
106	LAMR                  	NASDAQ  	     USD	   0.9650	quarterly   	      	          	2020-04-21	2020-04-06	2020-04-03	2020-04-02 09:07    	Erie Indemnity                                                             
107	RPM                   	NASDAQ  	     USD	   0.3600	            	      	          	          	          	          	2020-04-02 09:07    	In light of the "significant macroeconomic uncertainty resulting from the c
108	DHC                   	NYSE    	     USD	   0.3600	quarterly   	 2.520	          	2020-04-30	2020-04-16	2020-04-15	2020-04-02 07:56    	RPM                                                                        
109	DHC                   	NASDAQ  	        	         	            	      	          	          	          	          	2020-04-02 07:38    	In a move to conserve ~$33.1M of cash per calendar quarter, Diversified Hea
110	ARR.PC                	NASDAQ  	     USD	   0.0100	quarterly   	 1.350	          	2020-05-21	2020-04-13	2020-04-10	2020-04-02 06:52    	Diversified Healthcare Trust                                               
111	PZC                   	NYSE    	     USD	   0.1458	monthly     	11.620	          	2020-04-27	2020-04-15	2020-04-14	2020-04-01 18:06    	ARMOUR Residential REIT PFD C 7%                                           
112	PYN                   	NYSE    	     USD	   0.0380	monthly     	 4.680	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 18:06    	PIMCO California Municipal Income Fund III                                 
113	PMX                   	NYSE    	     USD	   0.0355	monthly     	 5.000	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 18:05    	PIMCO New York Municipal Income Fund III                                   
114	PNI                   	NYSE    	     USD	   0.0460	monthly     	 5.200	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 18:05    	PIMCO Municipal Income Fund III                                            
115	PCK                   	NYSE    	     USD	   0.0400	monthly     	 4.910	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 18:04    	PIMCO New York Municipal Income Fund II                                    
116	MDC                   	NYSE    	     USD	   0.0320	monthly     	 4.540	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 18:04    	Pimco California Municipal Income Fund II                                  
117	PML                   	NYSE    	     USD	   0.3300	quarterly   	 5.690	          	2020-05-20	2020-05-06	2020-05-05	2020-04-01 18:04    	M.D.C. Holdings                                                            
118	GMLP                  	NYSE    	     USD	   0.0590	monthly     	 5.600	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 18:04    	PIMCO Municipal Income Fund II                                             
119	PNF                   	NASDAQ  	     USD	   0.0420	            	      	          	          	          	          	2020-04-01 18:04    	Golar LNG Partners                                                         
120	PCQ                   	NYSE    	     USD	   0.0420	monthly     	 4.650	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 18:03    	PIMCO New York Municipal Income Fund                                       
121	MLAB                  	NYSE    	     USD	   0.0650	monthly     	 4.990	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 18:03    	PIMCO California Municipal Income Fund                                     
122	PMF                   	NASDAQ  	     USD	   0.1600	quarterly   	 0.280	          	2020-06-15	2020-05-29	2020-05-28	2020-04-01 18:03    	Mesa Laboratories                                                          
123	PCI                   	NYSE    	     USD	   0.0540	monthly     	 5.130	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 18:02    	PIMCO Municipal Income Fund                                                
124	GMLP                  	NYSE    	     USD	   0.1740	monthly     	13.390	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 18:02    	PIMCO Dynamic Credit Income Fund                                           
125	PFN                   	NASDAQ  	     USD	   0.0800	            	      	          	          	          	          	2020-04-01 17:55    	Golar LNG Partner's                                                        
126	PDI                   	NYSE    	     USD	   0.0800	monthly     	12.660	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 17:55    	Pimco Income Strategy Fund II                                              
127	PFL                   	NYSE    	     USD	   0.2205	monthly     	11.980	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 17:54    	PIMCO Dynamic Income Fund                                                  
128	PCM                   	NYSE    	     USD	   0.0900	monthly     	12.780	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 17:54    	PIMCO  Income Strategy Fund                                                
129	RCS                   	NYSE    	     USD	   0.0800	monthly     	12.960	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 17:53    	PCM Fund                                                                   
130	PKO                   	NYSE    	     USD	   0.0612	monthly     	12.160	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 17:52    	PIMCO Strategic Income Fund                                                
131	PHK                   	NYSE    	     USD	   0.1900	monthly     	11.290	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 17:52    	PIMCO Income Opportunity Fund                                              
132	PGP                   	NYSE    	     USD	   0.0613	monthly     	15.010	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 17:51    	PIMCO High Income Fund                                                     
133	PTY                   	NYSE    	     USD	   0.0939	monthly     	15.060	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 17:50    	PIMCO Global StocksPLUS&amp;Income Fund                                    
134	PCN                   	NYSE    	     USD	   0.1300	monthly     	12.910	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 17:48    	PIMCO Corporate &amp; Income Opportunity Fund                              
135	HTD                   	NYSE    	     USD	   0.1125	monthly     	10.120	          	2020-05-01	2020-04-13	2020-04-09	2020-04-01 17:48    	PIMCO Corporate &amp; Income Strategy Fund                                 
136	PDT                   	NYSE    	     USD	   0.1380	monthly     	 9.410	          	2020-04-30	2020-04-13	2020-04-09	2020-04-01 17:47    	John Hancock Tax-Advantaged Dividend Income Fund                           
137	HPS                   	NYSE    	     USD	   0.0975	monthly     	 9.600	          	2020-04-30	2020-04-13	2020-04-09	2020-04-01 17:45    	John Hancock Premium Dividend Fund                                         
138	MUA                   	NYSE    	     USD	   0.1100	monthly     	 9.660	          	2020-04-30	2020-04-13	2020-04-09	2020-04-01 17:45    	John Hancock Preferred Income Fund III                                     
139	BBK                   	NYSE    	     USD	   0.0525	monthly     	 4.730	          	2020-05-01	2020-04-15	2020-04-14	2020-04-01 17:45    	BlackRock MuniAssets Fund                                                  
140	BFK                   	NYSE    	     USD	   0.0560	monthly     	 4.700	          	2020-05-01	2020-04-15	2020-04-14	2020-04-01 17:44    	BlackRock Municipal Bond Trust                                             
141	BLE                   	NYSE    	     USD	   0.0535	monthly     	 4.950	          	2020-05-01	2020-04-15	2020-04-14	2020-04-01 17:44    	BlackRock Municipal Income Trust                                           
142	HPF                   	NYSE    	     USD	   0.0580	monthly     	 5.340	          	2020-05-01	2020-04-15	2020-04-14	2020-04-01 17:44    	BlackRock Municipal Income Trust II                                        
143	BKN                   	NYSE    	     USD	   0.1235	monthly     	 9.620	          	2020-04-30	2020-04-13	2020-04-09	2020-04-01 17:44    	John Hancock Preferred Income Fund II                                      
144	BSD                   	NYSE    	     USD	   0.0590	monthly     	 4.680	          	2020-05-01	2020-04-15	2020-04-14	2020-04-01 17:44    	BlackRock Investment Quality Municipal Trust                               
145	MEN                   	NYSE    	     USD	   0.0550	monthly     	 5.140	          	2020-05-01	2020-04-15	2020-04-14	2020-04-01 17:43    	BlackRock Strategic Municipal Trust                                        
146	MFL                   	NYSE    	     USD	   0.0390	monthly     	 4.390	          	2020-05-01	2020-04-15	2020-04-14	2020-04-01 17:43    	BlackRock Munienhanced Fund                                                
147	MFT                   	NYSE    	     USD	   0.0455	monthly     	 4.170	          	2020-05-01	2020-04-15	2020-04-14	2020-04-01 17:43    	BlackRock MuniHoldings Investment Quality Fund                             
148	HPI                   	NYSE    	     USD	   0.0500	monthly     	 4.400	          	2020-05-01	2020-04-15	2020-04-14	2020-04-01 17:43    	BlackRock MuniYield Quality Investment Fund                                
149	MHD                   	NYSE    	     USD	   0.1235	monthly     	 9.220	          	2020-04-30	2020-04-13	2020-04-09	2020-04-01 17:41    	John Hancock Preferred Income Fund                                         
150	MQT                   	NYSE    	     USD	   0.0605	monthly     	 4.660	          	2020-05-01	2020-04-15	2020-04-14	2020-04-01 17:41    	BlackRock MuniHoldings Fund                                                
151	MQY                   	NYSE    	     USD	   0.0440	monthly     	 4.280	          	2020-05-01	2020-04-15	2020-04-14	2020-04-01 17:41    	BlackRock MuniYield Quality Fund II                                        
152	BGIO                  	NYSE    	     USD	   0.0530	monthly     	 4.370	          	2020-05-01	2020-04-15	2020-04-14	2020-04-01 17:36    	BlackRock MuniYield Quality Fund                                           
153	HYT                   	NYSE    	     USD	   0.0500	monthly     	 8.110	          	2020-04-30	2020-04-15	2020-04-14	2020-04-01 17:35    	BlackRock 2022 Global Income Opportunity Trust?                            
154	MUE                   	NYSE    	     USD	   0.0779	monthly     	10.620	          	2020-04-30	2020-04-15	2020-04-14	2020-04-01 17:35    	BlackRock Corporate High Yield Fund                                        
155	FRA                   	NYSE    	     USD	   0.0440	monthly     	 4.400	          	2020-05-01	2020-04-15	2020-04-14	2020-04-01 17:35    	BlackRock MuniHoldings Quality Fund II                                     
156	EGF                   	NYSE    	     USD	   0.0788	monthly     	 9.450	          	2020-04-30	2020-04-15	2020-04-14	2020-04-01 17:34    	BlackRock Floating Rate Income Strategies Fund                             
