id	        Ticker        	 Exchange 	Currency	 Dividend 	Distribution	 Yield  	30-Day SEC	 Payable  	  Record  	Ex-Dividend 	Timestamp 	          Fund           
36 	BOH                   	NYSE    	     USD	   0.0850	monthly     	 9.040	          	2020-05-04	2020-04-27	2020-04-24	2020-04-20 06:49    	Eagle Growth and Income Opportunities                                      
37 	EGIF                  	NYSE    	     USD	   0.1010	monthly     	10.020	          	2020-05-04	2020-04-27	2020-04-24	2020-04-20 06:10    	THL Credit Senior Loan Fund                                                
38 	TSLF                  	NYSE    	     CAD	   0.0100	monthly     	 4.630	          	2020-05-15	2020-04-30	2020-04-29	2020-04-20 06:08    	Enerplus                                                                   
39 	ERF                   	NYSEARCA	     USD	   0.2500	monthly     	23.220	          	2020-04-28	2020-04-21	2020-04-20	2020-04-20 06:06    	InfraCap MLP ETF                                                           
40 	AMZA                  	NYSEARCA	     USD	   0.1500	monthly     	11.130	          	2020-04-28	2020-04-21	2020-04-20	2020-04-17 18:09    	Virtus InfraCap U.S. Preferred Stock ETF                                   
41 	PFFA                  	NYSEARCA	     USD	   0.1200	monthly     	 7.570	          	2020-04-28	2020-04-21	2020-04-20	2020-04-17 17:59    	InfraCap REIT Preferred ETF                                                
42 	PFFR                  	OTCQX   	     USD	   0.0633	monthly     	 7.060	          	2020-05-15	2020-04-30	2020-04-29	2020-04-17 17:56    	WPT Industrial REIT                                                        
43 	WPTIF                 	NYSE    	     CAD	   0.2420	monthly     	 4.810	          	2020-05-15	2020-04-30	2020-04-29	2020-04-17 17:17    	Granite Real Estate Investment                                             
44 	GRP.U                 	NASDAQ  	     CAD	102,020,3	            	      	1969-12-31	          	          	          	2020-04-17 17:10    	Under the amended plan, Prospect Capital                                   
45 	PSEC                  	NASDAQ  	     USD	   0.2100	quarterly   	 2.720	          	2020-05-11	2020-04-27	2020-04-24	2020-04-17 16:53    	Value Line                                                                 
46 	VALU                  	NYSE    	        	         	            	      	          	          	          	          	2020-04-17 16:36    	Chesapeake Energy                                                          
47 	CHK                   	NYSE    	     USD	   0.0290	monthly     	23.510	          	2020-05-12	2020-04-30	2020-04-29	2020-04-17 16:28    	Permianville Royalty Trust                                                 
48 	PVL                   	NYSE    	     USD	   0.0300	quarterly   	 6.250	          	2020-05-15	2020-04-30	2020-04-29	2020-04-17 16:23    	VOC Energy Trust                                                           
49 	VOC                   	NYSE    	     USD	   0.6900	quarterly   	 2.450	          	2020-06-16	2020-06-02	2020-06-01	2020-04-17 16:21    	Stanley Black &amp; Decker                                                 
50 	SWK                   	OTCPK   	     USD	   0.6900	            	      	          	          	          	          	2020-04-17 15:10    	Citing COVID-19 pandemic,?Swatch Group                                     
51 	SWGAY  | SWGAF  | SWGN	OTCPK   	     CAD	   0.1150	monthly     	15.090	          	2020-05-04	2020-04-27	2020-04-24	2020-04-17 15:02    	H&amp;R Real Estate Investment Trust                                       
52 	HRUFF                 	OTCPK   	     CAD	   0.0600	monthly     	 8.290	          	2020-05-15	2020-04-30	2020-04-29	2020-04-17 13:27    	Cominar Real Estate Investment Trust                                       
53 	CMLEF                 	NYSE    	     USD	   0.0350	monthly     	 9.530	          	2020-06-01	2020-05-22	2020-05-21	2020-04-17 12:58    	Putnam Premier Income Trust                                                
54 	PPT                   	NYSE    	     USD	   0.0531	monthly     	 5.240	          	2020-06-01	2020-05-22	2020-05-21	2020-04-17 12:56    	Putnam Municipal Opportunities Trust                                       
55 	PMO                   	NYSE    	     USD	   0.0320	monthly     	 5.490	          	2020-06-01	2020-05-22	2020-05-21	2020-04-17 12:56    	Putnam Managed Municipal Income Trust                                      
56 	PMM                   	NYSE    	     USD	   0.0300	monthly     	 8.430	          	2020-06-01	2020-05-22	2020-05-21	2020-04-17 12:54    	Putnam Master Intermediate Income Trust                                    
57 	PIM                   	OTC     	     CAD	   0.0742	monthly     	 7.050	          	2020-05-15	2020-04-30	2020-04-29	2020-04-17 12:53    	Crombie REIT                                                               
58 	CROMF                 	OTC     	     USD	   0.0171	monthly     	      	          	2020-05-29	2020-04-30	2020-04-29	2020-04-17 12:48    	Automotive Finco                                                           
59 	RMIAF                 	NASDAQ  	     USD	   0.0100	quarterly   	      	          	2020-05-21	2020-04-21	2020-04-20	2020-04-17 11:55    	Service Properties Trust                                                   
60 	SVC                   	OTC     	     CAD	   0.1000	monthly     	      	          	2020-05-15	2020-04-30	2020-04-29	2020-04-17 11:42    	K-Bro Linen                                                                
61 	KBRLF                 	        	     CAD	   0.1000	            	      	          	          	          	          	2020-04-17 11:33    	Kohl?s Corporation                                                         
62 	KSS                   	OTCPK   	     USD	   0.0400	quarterly   	 0.870	          	2020-05-08	2020-05-01	2020-04-30	2020-04-17 11:06    	Community Heritage Financial                                               
63 	CMHF                  	NASDAQ  	     USD	   0.1000	quarterly   	 6.760	          	2020-05-18	2020-04-30	2020-04-29	2020-04-17 10:47    	Kentucky First Federal Bancorp                                             
64 	KFFB                  	        	     USD	   0.1000	            	      	          	          	          	          	2020-04-17 10:46    	Orange                                                                     
65 	ORAN                  	NASDAQ  	     USD	   0.1100	quarterly   	      	          	2020-05-01	2020-04-21	2020-04-20	2020-04-17 10:41    	Civista Bancshares                                                         
66 	CIVB                  	NYSEARCA	        	         	            	 2.660	2020-04-15	2020-05-11	2020-04-20	2020-04-17	2020-04-17 09:22    	SPDR Dow Jones Industrial Average                                          
67 	DIA                   	NASDAQ  	     USD	   0.2031	monthly     	10.240	          	2020-05-15	2020-04-30	2020-04-29	2020-04-17 09:17    	Chicken Soup for the Soul Entertainment Series A Cumu Perp Red Prfd Stk    
68 	CSSEP                 	NASDAQ  	     USD	   0.2000	quarterly   	 5.230	          	2020-05-13	2020-04-30	2020-04-29	2020-04-17 09:12    	Sierra Bancorp                                                             
69 	BSRR                  	OTC     	     USD	   0.2000	            	      	          	          	          	          	2020-04-17 08:06    	In the light of the general uncertainty due to outbreak of COVID-19, the bo
70 	BITGF                 	OTCPK   	     CAD	   0.1900	monthly     	10.170	          	2020-05-15	2020-04-30	2020-04-29	2020-04-17 07:21    	Exchange Income                                                            
71 	EIFZF                 	OTCPK   	     CAD	   0.0025	monthly     	 2.900	1969-12-31	2020-05-15	2020-05-01	2020-04-30	2020-04-17 07:11    	Secure Energy Services                                                     
72 	SECYF                 	NYSE    	        	   0.1250	quarterly   	 3.560	          	2020-07-09	2020-06-03	2020-06-02	2020-04-17 07:04    	Schlumberger                                                               
73 	SLB                   	NYSE    	     USD	   0.3900	quarterly   	 9.080	          	2020-05-13	2020-04-29	2020-04-28	2020-04-17 06:58    	Citizens Financial                                                         
74 	CFG                   	NYSE    	     USD	   0.1000	quarterly   	 5.010	          	2020-05-15	2020-05-01	2020-04-30	2020-04-17 06:51    	Targa Resources                                                            
75 	TRGP                  	NYSE    	     USD	   0.5250	quarterly   	34.370	          	2020-05-08	2020-04-27	2020-04-24	2020-04-17 06:44    	USA Compression Partners                                                   
76 	USAC                  	NYSE    	     USD	   0.6700	quarterly   	 2.910	          	2020-06-01	2020-05-05	2020-05-04	2020-04-17 06:19    	IDACORP                                                                    
77 	IDA                   	NASDAQ  	     USD	   0.0400	quarterly   	16.000	          	2020-05-14	2020-05-04	2020-05-01	2020-04-16 17:44    	Blueknight Energy Partners                                                 
78 	BKEP                  	NASDAQ  	     USD	   0.1788	quarterly   	14.900	          	2020-05-14	2020-05-04	2020-05-01	2020-04-16 17:10    	Blueknight Energy Partners, L.P.                                           
79 	BKEPP                 	NASDAQ  	     USD	   0.1200	quarterly   	 8.730	          	2020-05-08	2020-05-01	2020-04-30	2020-04-16 17:09    	Green Plains Partners                                                      
80 	GPP                   	OTC     	     CAD	   0.1358	monthly     	 5.030	          	2020-05-15	2020-04-30	2020-04-29	2020-04-16 17:08    	Northview Apartment Real Estate Investment Trust                           
81 	NPRUF                 	NYSE    	     USD	   0.1200	quarterly   	 1.230	          	2020-06-25	2020-06-15	2020-06-12	2020-04-16 17:04    	World Wrestling Entertainment                                              
82 	WWE                   	OTCPK   	     USD	   0.1200	            	      	          	          	          	          	2020-04-16 17:03    	CES Energy Solutions                                                       
83 	CESDF                 	NYSE    	     USD	   0.7650	quarterly   	 3.520	          	2020-06-15	2020-05-13	2020-05-12	2020-04-16 16:53    	Consolidated Edison                                                        
84 	ED                    	NYSE    	     USD	   0.6250	quarterly   	41.120	          	2020-05-15	2020-05-08	2020-05-07	2020-04-16 16:47    	Crestwood Equity                                                           
85 	CEQP                  	NASDAQ  	     USD	   0.0300	quarterly   	 1.500	          	2020-05-14	2020-04-30	2020-04-29	2020-04-16 16:38    	Provident Bancorp                                                          
86 	PVBC                  	NYSE    	     USD	   0.4533	quarterly   	 6.830	          	2020-05-15	2020-04-30	2020-04-29	2020-04-16 16:37    	FNB Corp Deposit Shs Repr Non Cum Perp Pfd Shs Series E                    
87 	FNB.PE                	NYSE    	     USD	   0.2125	quarterly   	 2.540	          	2020-06-03	2020-04-30	2020-04-29	2020-04-16 16:36    	ConAgra Brands                                                             
88 	CAG                   	NYSE    	     USD	   0.0600	quarterly   	 1.900	          	2020-06-18	2020-06-04	2020-06-03	2020-04-16 16:32    	Nielsen                                                                    
89 	NLSN                  	NYSE    	     USD	   0.9350	quarterly   	13.640	          	2020-05-14	2020-04-27	2020-04-24	2020-04-16 16:22    	ONEOK                                                                      
90 	OKE                   	NASDAQ  	     USD	   0.0300	quarterly   	 0.970	          	2020-05-11	2020-04-27	2020-04-24	2020-04-16 16:19    	South Plains Financial                                                     
91 	SPFI                  	NYSE    	     USD	   0.1900	quarterly   	 5.600	          	2020-05-15	2020-05-01	2020-04-30	2020-04-16 16:16    	Ally Financial                                                             
92 	ALLY                  	NYSE    	     USD	   0.1600	quarterly   	 3.910	          	2020-05-21	2020-05-14	2020-05-13	2020-04-16 16:16    	Universal Insurance                                                        
93 	UVE                   	NYSE    	     USD	   0.4531	quarterly   	13.000	          	2020-05-20	2020-05-08	2020-05-07	2020-04-16 16:16    	Cedar Realty Trust Inc Cum Red Pfd Registered Series B                     
94 	CDR.PB                	NYSE    	     USD	   0.4063	quarterly   	12.070	          	2020-05-20	2020-05-08	2020-05-07	2020-04-16 16:10    	Cedar Realty Trust Cum Conv Red Pfd Registered Shs Series C                
95 	CDR.PC                	NYSE    	     USD	   0.0100	quarterly   	 4.690	          	2020-05-20	2020-05-08	2020-05-07	2020-04-16 16:10    	Cedar Shopping Centers                                                     
96 	CDR                   	OTC     	     CAD	   0.0350	monthly     	11.490	          	2020-05-15	2020-04-30	2020-04-29	2020-04-16 16:09    	BTB Real Estate Investment Trust                                           
97 	BTBIF                 	OTCQB   	     USD	   1.5000	quarterly   	 4.800	          	2020-07-31	2020-07-14	2020-07-13	2020-04-16 16:04    	Wisconsin Electric Power 6% Cum Prfd Stk                                   
98 	WELPM                 	OTC     	     USD	   0.9000	quarterly   	 4.120	          	2020-06-01	2020-05-14	2020-05-13	2020-04-16 15:37    	Wisconsin Electric Power 3.60% Cum Prfd Stk                                
99 	WELPP                 	NYSE    	     USD	   0.6325	quarterly   	 2.560	          	2020-06-01	2020-05-14	2020-05-13	2020-04-16 15:36    	WEC Energy                                                                 
100	WEC                   	NASDAQ  	     USD	   0.3200	quarterly   	 1.020	          	2020-05-12	2020-04-28	2020-04-27	2020-04-16 14:06    	Sanderson Farms                                                            
101	SAFM                  	NASDAQ  	     USD	   0.0700	quarterly   	 2.740	          	2020-05-13	2020-04-29	2020-04-28	2020-04-16 12:39    	American River Bankshares                                                  
102	AMRB                  	NYSE    	     USD	   0.1700	quarterly   	 1.050	          	2020-05-15	2020-04-30	2020-04-29	2020-04-16 12:02    	IHS Markit                                                                 
103	INFO                  	NYSE    	     USD	   0.6094	quarterly   	11.880	          	2020-05-15	2020-05-01	2020-04-30	2020-04-16 11:34    	Global Partners LP Cum Conv Red Perp Pfd Registered Units Series A         
104	GLP.PA                	NASDAQ  	     USD	   0.1200	quarterly   	 2.830	          	2020-05-15	2020-05-01	2020-04-30	2020-04-16 09:42    	Plumas Bancorp                                                             
105	PLBC                  	NYSE    	     USD	   0.5100	quarterly   	 2.310	          	2020-06-12	2020-05-11	2020-05-08	2020-04-16 09:38    	PPG                                                                        
106	PPG                   	OTCPK   	     USD	   0.2800	quarterly   	 2.870	          	2020-06-26	2020-06-10	2020-06-09	2020-04-16 09:38    	Truxton                                                                    
107	TRUX                  	NYSE    	     USD	   0.3500	quarterly   	 7.430	          	2020-05-22	2020-05-08	2020-05-07	2020-04-16 08:51    	CIT                                                                        
108	CIT                   	NASDAQ  	     USD	   0.3500	            	      	          	          	          	          	2020-04-16 08:51    	The Goodyear Tire &amp; Rubber Company                                     
109	GT                    	NYSE    	     USD	   0.2500	quarterly   	 9.510	          	2020-05-15	2020-05-01	2020-04-30	2020-04-16 08:49    	Teekay LNG                                                                 
110	TGP                   	NASDAQ  	     USD	   0.3800	quarterly   	 5.420	          	2020-05-21	2020-04-27	2020-04-24	2020-04-16 07:53    	RMR Group                                                                  
111	RMR                   	NYSE    	     USD	   0.3500	quarterly   	 3.650	          	2020-05-15	2020-04-30	2020-04-29	2020-04-16 07:51    	Morgan Stanley                                                             
112	MS                    	NYSE    	     USD	   0.3100	quarterly   	 3.580	          	2020-05-11	2020-04-28	2020-04-27	2020-04-16 07:36    	Bank of New York Mellon                                                    
113	BK                    	OTC     	     CAD	   0.0500	monthly     	 6.880	          	2020-05-15	2020-04-30	2020-04-29	2020-04-16 06:33    	Pizza Pizza Royalty                                                        
114	PZRIF                 	        	        	         	            	      	          	          	          	          	2020-04-16 06:02    	While most of corporate America suspends shareholder returns to shore up li
115	BREUF                 	OTCPK   	     CAD	   0.1125	monthly     	16.750	          	2020-05-29	2020-04-30	2020-04-29	2020-04-16 03:06    	Bridgemarq Real Estate Services                                            
116	CE                    	NYSE    	     USD	   0.6200	quarterly   	 3.050	          	2020-05-07	2020-04-27	2020-04-24	2020-04-15 18:06    	Celanese Corp.                                                             
117	SMMCF                 	OTC     	     CAD	   0.0450	monthly     	 5.160	          	2020-05-15	2020-04-30	2020-04-29	2020-04-15 17:51    	Summit Industrial Income REIT                                              
118	MNARF                 	OTC     	     CAD	   0.0583	monthly     	 5.140	          	2020-05-15	2020-04-30	2020-04-29	2020-04-15 17:43    	Morguard North American Residential REIT                                   
119	PEYUF                 	OTCPK   	     CAD	   0.0100	quarterly   	 2.230	          	2020-07-15	2020-06-30	2020-06-29	2020-04-15 17:42    	Peyto Exploration                                                          
120	ARESF                 	OTCPK   	     CAD	   0.0450	monthly     	 6.430	          	2020-05-15	2020-04-30	2020-04-29	2020-04-15 17:39    	Artis Real Estate Investment Trust                                         
121	DGICB                 	NASDAQ  	     USD	   0.1325	quarterly   	 3.770	          	2020-05-15	2020-05-01	2020-04-30	2020-04-15 17:15    	Donegal Group                                                              
122	CDPYF                 	OTC     	     CAD	   0.1150	monthly     	 3.060	          	2020-05-15	2020-04-30	2020-04-29	2020-04-15 17:11    	Canadian Apartment Properties REIT                                         
123	DGICA                 	NASDAQ  	     USD	   0.1500	quarterly   	 3.980	          	2020-05-15	2020-05-01	2020-04-30	2020-04-15 17:09    	Donegal Group                                                              
124	BSRTF                 	OTCPK   	     USD	   0.0417	monthly     	 5.390	          	2020-05-15	2020-04-30	2020-04-29	2020-04-15 17:09    	BSR REIT                                                                   
125	SPGYF                 	OTCPK   	     CAD	   0.0143	monthly     	12.700	          	2020-05-15	2020-04-30	2020-04-29	2020-04-15 17:09    	Whitecap Resources                                                         
126	ECC                   	NYSE    	     USD	   0.0800	monthly     	14.650	          	2020-06-30	2020-06-12	2020-06-11	2020-04-15 17:07    	Eagle Point Credit                                                         
127	FCRGF                 	OTCPK   	     CAD	   0.0716	monthly     	 3.840	          	2020-05-15	2020-04-30	2020-04-29	2020-04-15 17:07    	First Capital Realty                                                       
128	FNLIF                 	OTCPK   	     CAD	   0.1625	monthly     	 7.870	          	2020-05-15	2020-04-30	2020-04-29	2020-04-15 17:05    	First National Financial                                                   
129	ATR                   	NYSE    	     USD	   0.3600	quarterly   	 1.430	          	2020-05-20	2020-04-29	2020-04-28	2020-04-15 17:04    	AptarGroup                                                                 
130	VREYF                 	OTCPK   	     CAD	   0.0050	monthly     	 7.680	          	2020-05-15	2020-04-30	2020-04-29	2020-04-15 17:03    	TORC Oil &amp; Gas                                                         
131	NRG                   	NYSE    	     USD	   0.3000	quarterly   	 4.070	          	2020-05-15	2020-05-01	2020-04-30	2020-04-15 16:50    	NRG Energy                                                                 
132	NWHUF                 	OTC     	     CAD	   0.0667	monthly     	 8.220	          	2020-05-15	2020-04-30	2020-04-29	2020-04-15 16:48    	NorthWest Healthcare Properties REIT                                       
133	NGLS.PA               	NYSE    	     USD	   0.1875	monthly     	12.970	          	2020-05-15	2020-04-30	2020-04-29	2020-04-15 16:41    	Targa Resources Partners LP                                                
134	IID                   	NYSE    	     USD	   0.0300	monthly     	 9.020	          	2020-05-15	2020-05-04	2020-05-01	2020-04-15 16:40    	Voya International High Dividend Equity Income Fund                        
135	IGD                   	NYSE    	     USD	   0.0400	monthly     	 9.930	          	2020-05-15	2020-05-04	2020-05-01	2020-04-15 16:39    	Voya Global Equity Dividend and Premium Opportunity Fund                   
136	AON                   	NYSE    	     USD	   0.4400	quarterly   	 0.910	          	2020-05-15	2020-05-01	2020-04-30	2020-04-15 16:37    	Aon                                                                        
137	JPM.PG                	NYSE    	     USD	   0.3813	quarterly   	 1.600	          	2020-06-01	2020-05-04	2020-05-01	2020-04-15 16:33    	JPMorgan Chase &amp; Co Deposit Shs Non-Cum Pfd Shs Series AA              
138	JPM.PH                	NYSE    	     USD	   0.3844	quarterly   	      	          	2020-06-01	2020-05-04	2020-05-01	2020-04-15 16:28    	JPMorgan Chase &amp; Co Deposit Shs Repr Non-Cum Pfd Shs Series BB         
139	JPM.PC                	NYSE    	     USD	   0.3750	quarterly   	 5.590	          	2020-06-01	2020-05-04	2020-05-01	2020-04-15 16:28    	JPMorgan Chase &amp; Co. 6 DEP NCM PFD EE                                  
140	COST                  	NASDAQ  	     USD	   0.7000	quarterly   	 0.900	          	2020-05-15	2020-05-01	2020-04-30	2020-04-15 16:26    	Costco                                                                     
141	AM                    	NYSE    	     USD	   0.3075	quarterly   	44.890	          	2020-05-12	2020-04-30	2020-04-29	2020-04-15 16:24    	Antero Midstream                                                           
142	ARTNA                 	NASDAQ  	     USD	   0.2496	quarterly   	 2.760	          	2020-05-22	2020-05-08	2020-05-07	2020-04-15 16:22    	Artesian Resources                                                         
143	JBL                   	NYSE    	     USD	   0.0800	quarterly   	 1.220	          	2020-06-03	2020-05-15	2020-05-14	2020-04-15 16:17    	Jabil                                                                      
144	CVCY                  	NASDAQ  	     USD	   0.1100	quarterly   	 3.710	          	2020-05-15	2020-05-01	2020-04-30	2020-04-15 16:16    	Central Valley Community Bancorp                                           
145	UNB                   	NASDAQ  	     USD	   0.3200	quarterly   	 4.870	          	2020-05-07	2020-04-27	2020-04-24	2020-04-15 16:07    	Union Bankshares                                                           
146	HFBL                  	NASDAQ  	     USD	   0.1600	quarterly   	 2.870	          	2020-05-11	2020-04-27	2020-04-24	2020-04-15 16:05    	Home Federal                                                               
147	MCBS                  	NASDAQ  	     USD	   0.1100	quarterly   	 4.350	          	2020-05-08	2020-05-01	2020-04-30	2020-04-15 16:05    	MetroCity Bankshares                                                       
148	CBSHP                 	NASDAQ  	     USD	   0.3750	quarterly   	 5.850	          	2020-06-01	2020-05-15	2020-05-14	2020-04-15 15:52    	Commerce Bancshares Inc Deposit Shs Non-Cum Perp Pfd Shs Series B          
149	CBSH                  	NASDAQ  	     USD	   0.2700	quarterly   	 1.950	          	2020-06-22	2020-06-05	2020-06-04	2020-04-15 15:15    	Commerce Bancshares                                                        
150	LGI                   	NYSE    	     USD	   0.1065	monthly     	10.130	          	2020-05-22	2020-05-12	2020-05-11	2020-04-15 14:55    	Lazard Global Total Return&amp;Income Fund                                 
151	EV                    	NYSE    	     USD	   0.3750	quarterly   	 4.560	          	2020-05-15	2020-04-30	2020-04-29	2020-04-15 14:02    	Eaton Vance                                                                
152	CGRIF                 	OTCPK   	     CAD	   0.2100	quarterly   	 4.020	          	2020-06-15	2020-05-29	2020-05-28	2020-04-15 13:55    	Canadian General Investments                                               
153	OVBC                  	NASDAQ  	     USD	   0.2100	quarterly   	 3.280	          	2020-05-10	2020-04-24	2020-04-23	2020-04-15 12:54    	Ohio Valley                                                                
154	SON                   	NYSE    	     USD	   0.4300	quarterly   	 3.560	          	2020-06-10	2020-05-08	2020-05-07	2020-04-15 12:28    	Sonoco Products                                                            
155	HARL                  	OTC     	     USD	   0.2700	quarterly   	 4.700	          	2020-05-13	2020-04-29	2020-04-28	2020-04-15 12:14    	Harleysville Savings Financial                                             
156	ISD                   	NYSE    	     USD	   0.1050	monthly     	      	          	2020-05-29	2020-05-15	2020-05-14	2020-04-15 11:32    	PGIM High Yield Bond Fund                                                  
157	APYRF                 	OTCPK   	     CAD	   0.1375	monthly     	 3.650	          	2020-05-15	2020-04-30	2020-04-29	2020-04-15 11:11    	Allied Properties Real Estate Investment Trust                             
158	PAZRF                 	OTC     	     CAD	   0.0233	monthly     	 9.330	          	2020-05-15	2020-04-30	2020-04-29	2020-04-15 11:07    	Plaza Retail REIT                                                          
159	LWSCF                 	OTCPK   	     CAD	   0.0780	monthly     	 7.960	          	2020-05-15	2020-04-30	2020-04-29	2020-04-15 11:05    	Sienna Senior Living                                                       
