id	        Ticker        	 Exchange 	Currency	 Dividend 	Distribution	 Yield  	30-Day SEC	 Payable  	  Record  	Ex-Dividend 	Timestamp 	          Fund           
46 	CBSH                  	NASDAQ  	     USD	   0.3750	quarterly   	 5.850	          	2020-06-01	2020-05-15	2020-05-14	2020-04-15 15:15    	Commerce Bancshares Inc Deposit Shs Non-Cum Perp Pfd Shs Series B          
47 	LGI                   	NASDAQ  	     USD	   0.2700	quarterly   	 1.950	          	2020-06-22	2020-06-05	2020-06-04	2020-04-15 14:55    	Commerce Bancshares                                                        
48 	EV                    	NYSE    	     USD	   0.1065	monthly     	10.130	          	2020-05-22	2020-05-12	2020-05-11	2020-04-15 14:02    	Lazard Global Total Return&amp;Income Fund                                 
49 	CGRIF                 	NYSE    	     USD	   0.3750	quarterly   	 4.560	          	2020-05-15	2020-04-30	2020-04-29	2020-04-15 13:55    	Eaton Vance                                                                
50 	OVBC                  	OTCPK   	     CAD	   0.2100	quarterly   	 4.020	          	2020-06-15	2020-05-29	2020-05-28	2020-04-15 12:54    	Canadian General Investments                                               
51 	SON                   	NASDAQ  	     USD	   0.2100	quarterly   	 3.280	          	2020-05-10	2020-04-24	2020-04-23	2020-04-15 12:28    	Ohio Valley                                                                
52 	HARL                  	NYSE    	     USD	   0.4300	quarterly   	 3.560	          	2020-06-10	2020-05-08	2020-05-07	2020-04-15 12:14    	Sonoco Products                                                            
53 	ISD                   	OTC     	     USD	   0.2700	quarterly   	 4.700	          	2020-05-13	2020-04-29	2020-04-28	2020-04-15 11:32    	Harleysville Savings Financial                                             
54 	APYRF                 	NYSE    	     USD	   0.1050	monthly     	      	          	2020-05-29	2020-05-15	2020-05-14	2020-04-15 11:11    	PGIM High Yield Bond Fund                                                  
55 	PAZRF                 	OTCPK   	     CAD	   0.1375	monthly     	 3.650	          	2020-05-15	2020-04-30	2020-04-29	2020-04-15 11:07    	Allied Properties Real Estate Investment Trust                             
56 	LWSCF                 	OTC     	     CAD	   0.0233	monthly     	 9.330	          	2020-05-15	2020-04-30	2020-04-29	2020-04-15 11:05    	Plaza Retail REIT                                                          
57 	CCU                   	OTCPK   	     CAD	   0.0780	monthly     	 7.960	          	2020-05-15	2020-04-30	2020-04-29	2020-04-15 10:02    	Sienna Senior Living                                                       
58 	CLF                   	NYSE    	     USD	   0.2730	            	      	          	          	2020-04-17	2020-04-16	2020-04-15 09:53    	Compania Cervecerias Unidas S.A.                                           
59 	EPR                   	NYSE    	        	         	            	      	          	          	          	          	2020-04-15 09:24    	Cleveland-Cliffs                                                           
60 	CWSRF                 	NYSE    	     USD	   0.3825	monthly     	19.160	          	2020-05-15	2020-04-30	2020-04-29	2020-04-15 09:19    	EPR Properties                                                             
61 	PPRQF                 	OTC     	     CAD	   0.0510	monthly     	 7.070	          	2020-05-15	2020-04-30	2020-04-29	2020-04-15 08:38    	Chartwell Retirement Residences                                            
62 	NNN                   	OTC     	     CAD	   0.0617	monthly     	 5.420	          	2020-05-15	2020-04-30	2020-04-29	2020-04-15 08:37    	Choice Properties                                                          
63 	HCI                   	NYSE    	     USD	   0.5150	quarterly   	 6.010	          	2020-05-15	2020-04-30	2020-04-29	2020-04-15 08:35    	National Retail Properties                                                 
64 	EXETF                 	NYSE    	     USD	   0.4000	quarterly   	 3.970	          	2020-06-19	2020-05-15	2020-05-14	2020-04-15 08:34    	HCI Group                                                                  
65 	VET                   	OTCPK   	     CAD	   0.0400	monthly     	 7.680	          	2020-05-15	2020-04-30	2020-04-29	2020-04-15 08:32    	Extendicare                                                                
66 	AES                   	NYSE    	        	         	            	      	          	          	          	          	2020-04-15 08:11    	Vermilion Energy                                                           
67 	ENTG                  	NYSE    	     USD	   0.1433	quarterly   	 4.090	          	2020-05-15	2020-05-01	2020-04-30	2020-04-15 08:07    	AES                                                                        
68 	GS                    	NASDAQ  	     USD	   0.0800	quarterly   	 0.620	          	2020-05-20	2020-04-29	2020-04-28	2020-04-15 08:06    	Entegris                                                                   
69 	RIOCF                 	NYSE    	     USD	   1.2500	quarterly   	 2.810	          	2020-06-29	2020-06-01	2020-05-29	2020-04-15 07:29    	Goldman Sachs                                                              
70 	BLX                   	OTCPK   	     CAD	   0.1200	monthly     	 8.500	          	2020-05-07	2020-04-30	2020-04-29	2020-04-15 07:21    	RioCan Real Estate Investment Trust                                        
71 	AOS                   	NYSE    	     USD	   0.2500	quarterly   	 9.690	          	2020-05-13	2020-04-27	2020-04-24	2020-04-15 07:19    	Banco Latinoamericano                                                      
72 	GLAD                  	NYSE    	     USD	   0.2400	quarterly   	 2.420	          	2020-05-15	2020-04-30	2020-04-29	2020-04-15 05:52    	A. O. Smith                                                                
73 	GLAD                  	NASDAQ  	        	         	            	      	          	          	          	          	2020-04-14 17:17    	Starting April 1, 2020, Gladstone Capital                                  
74 	CVLY                  	NASDAQ  	     USD	   0.0650	monthly     	12.190	          	2020-06-30	          	          	2020-04-14 17:09    	Gladstone Capital                                                          
75 	CNBKA                 	NASDAQ  	     USD	   0.1600	quarterly   	 4.570	          	2020-05-12	2020-04-28	2020-04-27	2020-04-14 16:49    	Codorus Valley                                                             
76 	GAIN                  	NASDAQ  	     USD	   0.1200	quarterly   	 0.720	          	2020-05-15	2020-05-01	2020-04-30	2020-04-14 16:48    	Century Bancorp                                                            
77 	GOOD                  	NASDAQ  	     USD	   0.0700	monthly     	 8.880	          	2020-06-30	          	          	2020-04-14 16:47    	Gladstone Investment                                                       
78 	PGZ                   	NASDAQ  	     USD	   0.1252	monthly     	10.390	          	2020-06-30	2020-06-19	2020-06-18	2020-04-14 16:42    	Gladstone Commercial                                                       
79 	KALU                  	NYSE    	     USD	   0.1100	monthly     	10.670	          	2020-07-31	2020-07-17	2020-07-16	2020-04-14 16:40    	Principal Real Estate Income Fund                                          
80 	PG                    	NASDAQ  	     USD	   0.6700	quarterly   	 3.700	          	2020-05-15	2020-04-24	2020-04-23	2020-04-14 16:36    	Kaiser Aluminum                                                            
81 	NCZ                   	NYSE    	     USD	   0.7907	quarterly   	 2.730	          	2020-05-15	2020-04-24	2020-04-23	2020-04-14 16:22    	Procter &amp; Gamble                                                       
82 	LKFN                  	NYSE    	     USD	   0.0375	monthly     	12.860	          	2020-05-04	2020-04-24	2020-04-23	2020-04-14 16:09    	AllianzGI Convertible &amp; Income Fund II                                 
83 	IIPZF  | IIP.UN       	NASDAQ  	     USD	   0.3000	quarterly   	 2.950	          	2020-05-05	2020-04-25	2020-04-23	2020-04-14 16:02    	Lakeland Financial                                                         
84 	HOMZ                  	OTC     	     CAD	   0.0258	monthly     	 1.940	          	2020-05-15	2020-04-30	2020-04-29	2020-04-14 15:21    	InterRent Real Estate Investment Trust                                     
85 	YGYIP                 	NYSEARCA	     USD	   0.0636	monthly     	      	1969-12-31	2020-04-16	2020-04-15	2020-04-14	2020-04-14 10:24    	Hoya Capital Housing ETF                                                   
86 	FRC                   	NASDAQ  	     USD	   0.2031	monthly     	24.350	          	2020-07-15	2020-06-30	2020-06-29	2020-04-14 09:15    	Youngevity International, Inc. 9.75% PFD SER D                             
87 	MVC                   	NYSE    	     USD	   0.2000	quarterly   	 0.860	          	2020-05-14	2020-04-30	2020-04-29	2020-04-14 07:21    	First Republic Bank                                                        
88 	JNJ                   	NYSE    	     USD	   0.1700	quarterly   	12.570	          	2020-04-30	2020-04-24	2020-04-23	2020-04-14 06:55    	MVC Capital                                                                
89 	O                     	NYSE    	     USD	   1.0100	quarterly   	 2.890	          	2020-06-09	2020-05-26	2020-05-22	2020-04-14 06:32    	Johnson &amp; Johnson                                                      
90 	MSB                   	NYSE    	     USD	   0.2330	monthly     	 4.930	          	2020-05-15	2020-05-01	2020-04-30	2020-04-14 06:03    	Realty Income                                                              
91 	FAST                  	NYSE    	     USD	   0.5600	quarterly   	15.640	          	2020-05-20	2020-04-30	2020-04-29	2020-04-13 17:44    	Mesabi Trust                                                               
92 	PKIUF                 	NASDAQ  	     USD	   0.2500	quarterly   	 2.970	          	2020-05-26	2020-04-28	2020-04-27	2020-04-13 17:08    	Fastenal                                                                   
93 	HCAP                  	OTCPK   	     CAD	   0.1012	monthly     	 4.080	          	2020-05-15	2020-04-22	2020-04-21	2020-04-13 17:02    	Parkland Fuel                                                              
94 	UNM                   	NASDAQ  	        	   0.0813	            	      	          	          	          	          	2020-04-13 16:18    	As part of its plan to preserve liquidity made uncertainty resulting from t
95 	BADFF                 	NYSE    	     USD	   0.2850	quarterly   	 7.230	          	2020-05-15	2020-04-27	2020-04-24	2020-04-13 14:02    	Unum                                                                       
96 	OSTK  | OSTBP  | OSTK 	OTCPK   	     CAD	   0.0500	monthly     	 2.420	          	2020-05-15	2020-04-30	2020-04-29	2020-04-13 11:28    	Badger Daylighting                                                         
97 	CHCO                  	OSTK+0.4	        	         	            	      	1969-12-31	          	          	          	2020-04-13 10:33    	Overstock.com                                                              
98 	BMEZ                  	NASDAQ  	     USD	   0.5700	quarterly   	      	          	2020-04-30	2020-04-15	2020-04-14	2020-04-13 10:19    	City Holding                                                               
99 	ATHM                  	NYSE    	     USD	   0.1000	monthly     	      	          	2020-04-30	2020-04-15	2020-04-14	2020-04-13 10:16    	BlackRock Health Sciences Trust II                                         
100	XFLT                  	NYSE    	     USD	   0.7700	annual      	 1.070	          	2020-04-22	2020-04-15	2020-04-14	2020-04-13 10:14    	Autohome                                                                   
101	OXSQ                  	NYSE    	     USD	   0.0600	monthly     	      	          	2020-05-01	2020-04-15	2020-04-14	2020-04-13 10:08    	XAI Octagon Floating Rate &amp; Alternative Income Term Trust              
102	EXP                   	NASDAQ  	     USD	   0.0670	monthly     	      	          	2020-06-30	2020-06-15	2020-06-12	2020-04-13 10:04    	Oxford Square Capital                                                      
103	FMN                   	        	        	         	            	      	          	          	          	          	2020-04-13 09:43    	Eagle Materials                                                            
104	RILYP                 	NYSE    	     USD	   0.0500	monthly     	 4.660	          	2020-05-01	2020-04-23	2020-04-22	2020-04-13 09:40    	Federated Premier Municipal Income Fund                                    
105	USA                   	NASDAQ  	     USD	   0.4297	quarterly   	 9.240	          	2020-04-30	2020-04-23	2020-04-22	2020-04-13 09:38    	B. Riley Financial Series A Cum Ppptl Pref Stk                             
106	ATGFF                 	NYSE    	     USD	   0.1400	quarterly   	10.470	          	2020-06-08	2020-04-24	2020-04-23	2020-04-13 09:36    	Liberty All-Star Equity Fund                                               
107	ASG                   	OTCPK   	     CAD	   0.0800	monthly     	 6.410	          	2020-05-15	2020-04-27	2020-04-24	2020-04-13 09:36    	AltaGas                                                                    
108	GBDC                  	NYSE    	     USD	   0.1100	quarterly   	 8.680	          	2020-06-08	2020-04-24	2020-04-23	2020-04-13 09:35    	Liberty All-Star Growth Fund                                               
109	OHI                   	NASDAQ  	     USD	   0.2900	quarterly   	 9.360	          	2020-06-29	2020-06-09	2020-06-08	2020-04-13 08:36    	Golub Capital BDC                                                          
110	GBDC                  	NYSE    	     USD	   0.6700	quarterly   	 7.750	          	2020-05-15	2020-04-30	2020-04-29	2020-04-13 08:32    	Omega Healthcare Investors                                                 
111	GEL                   	NASDAQ  	        	         	            	      	          	          	          	          	2020-04-13 08:32    	Golub Capital BDC                                                          
112	GFNCP                 	NYSE    	     USD	   0.1500	            	12.020	          	2020-05-15	2020-05-01	2020-04-30	2020-04-13 07:34    	Genesis Energy                                                             
113	BRMK                  	NASDAQ  	     USD	   2.2500	quarterly   	 9.780	          	2020-04-30	2020-04-29	2020-04-28	2020-04-13 07:28    	General Finance Corp Cum Red Perp Pfd Shs Series C                         
114	GLBZ                  	NYSE    	     USD	   0.0600	monthly     	 9.170	          	2020-05-15	2020-04-30	2020-04-29	2020-04-13 07:08    	Broadmark Realty Capital                                                   
115	RNST                  	NASDAQ  	     USD	   0.1000	quarterly   	 4.380	          	2020-05-01	2020-04-20	2020-04-17	2020-04-13 06:07    	Glen Burnie Bancorp                                                        
116	NSEC                  	NASDAQ  	     USD	   0.2200	quarterly   	 3.460	          	2020-06-30	2020-06-16	2020-06-15	2020-04-13 06:07    	Renasant                                                                   
117	FRHLF                 	NASDAQ  	     USD	   0.0600	quarterly   	 1.600	1969-12-31	2020-05-29	2020-05-04	2020-05-01	2020-04-13 06:06    	National Security Group                                                    
118	FTV                   	OTCPK   	     CAD	   0.0150	monthly     	 4.650	          	2020-05-15	2020-04-30	2020-04-29	2020-04-09 18:05    	Freehold Royalties                                                         
119	KEYUF                 	NYSE    	     USD	   0.0700	quarterly   	 0.460	          	2020-06-26	2020-05-29	2020-05-28	2020-04-09 17:42    	Fortive                                                                    
120	FEN                   	OTC     	     CAD	   0.1600	monthly     	12.500	          	2020-05-15	2020-04-22	2020-04-21	2020-04-09 17:01    	Keyera                                                                     
121	SJR                   	NYSEMKT 	     USD	   0.5800	quarterly   	22.590	          	2020-04-30	2020-04-23	2020-04-22	2020-04-09 16:51    	First Trust Energy Income&amp;Growth Fund                                  
122	IGR                   	NYSE    	     CAD	   0.0985	monthly     	 5.190	          	2020-08-16	2020-08-16	2020-08-16	2020-04-09 16:45    	Shaw Communications                                                        
123	AWP                   	NYSE    	     USD	   0.0500	monthly     	10.270	          	2020-04-30	2020-04-20	2020-04-17	2020-04-09 16:35    	CBRE Clarion Global Real Estate Income Fund                                
124	LNT                   	NYSE    	     USD	   0.0400	monthly     	10.670	          	2020-04-30	2020-04-20	2020-04-17	2020-04-09 16:33    	Aberdeen Global Premier Properties Fund                                    
125	FCO                   	NASDAQ  	     USD	   0.3800	quarterly   	 2.860	          	2020-05-15	2020-04-30	2020-04-29	2020-04-09 16:32    	Alliant Energy                                                             
126	FAX                   	NYSEMKT 	     USD	   0.0700	monthly     	13.950	          	2020-04-30	2020-04-20	2020-04-17	2020-04-09 16:31    	Aberdeen Global Income Fund                                                
127	ACP                   	NYSEMKT 	     USD	   0.0275	monthly     	 9.350	          	2020-04-30	2020-04-20	2020-04-17	2020-04-09 16:30    	Aberdeen Asia-Pacific Income Fund                                          
128	AGD                   	NYSE    	     USD	   0.1200	monthly     	18.490	          	2020-04-30	2020-04-20	2020-04-17	2020-04-09 16:29    	Aberdeen Income Credit Strategies Fund                                     
129	AOD                   	NYSE    	     USD	   0.0650	monthly     	 9.650	          	2020-04-30	2020-04-20	2020-04-17	2020-04-09 16:28    	Aberdeen Global Dynamic Dividend Fund                                      
130	NWN                   	NYSE    	     USD	   0.0575	monthly     	 9.690	          	2020-04-30	2020-04-20	2020-04-17	2020-04-09 16:27    	Aberdeen Total Dynamic Dividend Fund                                       
131	EQC.PD                	NYSE    	     USD	   0.4775	quarterly   	 2.920	          	2020-05-15	2020-04-30	2020-04-29	2020-04-09 16:26    	Northwest Natural Holding                                                  
132	SB.PD                 	NYSE    	     USD	   0.4063	quarterly   	 6.160	          	2020-05-15	2020-04-29	2020-04-28	2020-04-09 16:22    	Equity Commonwealth Cum Conv Pfd Shs Series D                              
133	AGX                   	NYSE    	     USD	   0.5000	quarterly   	12.790	          	2020-04-30	2020-04-23	2020-04-22	2020-04-09 16:16    	Safe Bulkers Cum Red Perp Pfd Shs Series D                                 
134	SB.PC                 	NYSE    	     USD	   0.2500	quarterly   	 2.640	          	2020-04-30	2020-04-22	2020-04-21	2020-04-09 16:16    	Argan                                                                      
135	PEO                   	NYSE    	     USD	   0.5000	quarterly   	12.800	          	2020-04-30	2020-04-23	2020-04-22	2020-04-09 16:16    	Safe Bulkers Cum Red Perp Pfd Shs Series C                                 
136	ADX                   	NYSE    	     USD	   0.1000	quarterly   	 4.050	          	2020-06-01	2020-05-18	2020-05-15	2020-04-09 16:15    	Adams Natural Resources Fund                                               
137	COKE                  	NYSE    	     USD	   0.0500	quarterly   	 1.470	          	2020-06-01	2020-05-18	2020-05-15	2020-04-09 16:14    	Adams Diversified Equity Fund                                              
138	KBH                   	NASDAQ  	     USD	   0.2500	quarterly   	 0.400	          	2020-05-07	2020-04-23	2020-04-22	2020-04-09 16:12    	Coca-Cola Consolidated                                                     
139	STAG                  	NYSE    	     USD	   0.0900	quarterly   	 1.590	          	2020-05-21	2020-05-07	2020-05-06	2020-04-09 16:11    	KB Home                                                                    
140	QNTO                  	NYSE    	     USD	   0.1200	monthly     	 5.290	          	2020-07-15	2020-06-30	2020-06-29	2020-04-09 16:08    	STAG Industrial                                                            
141	VCIF                  	OTCQX   	     USD	   0.0900	quarterly   	 3.500	          	2020-05-04	2020-04-20	2020-04-17	2020-04-09 15:05    	Quaint Oak Bancorp                                                         
142	SPSAF  | SPPSY        	NYSE    	     USD	   0.0250	monthly     	 3.360	          	2020-04-30	2020-04-20	2020-04-17	2020-04-09 13:03    	Vertical Capital Income Fund                                               
143	THW                   	OTC     	        	         	            	      	          	          	          	          	2020-04-09 12:09    	Due to Covid-19 crisis, Sopra Steria                                       
144	THQ                   	NYSE    	     USD	   0.1167	monthly     	11.110	          	2020-04-30	2020-04-20	2020-04-17	2020-04-09 10:56    	Tekla World Healthcare Fund                                                
145	XLF  | FAS  | FAZ     	NYSE    	     USD	   0.1125	monthly     	 7.960	          	2020-04-30	2020-04-20	2020-04-17	2020-04-09 10:55    	Tekla Healthcare Opportunities Fund                                        
146	SUUIF                 	April 9)	        	         	            	      	          	          	          	          	2020-04-09 10:30    	Unlike some other central banks, Fed Chair Powell isn't urging banks to sto
147	SM                    	OTCPK   	     CAD	   0.0600	monthly     	 8.100	          	2020-05-15	2020-04-30	2020-04-29	2020-04-09 09:30    	Superior Plus                                                              
148	BIBLF                 	NYSE    	     USD	   0.0100	semi annual 	 1.300	          	2020-05-08	2020-04-24	2020-04-23	2020-04-09 09:25    	SM Energy                                                                  
149	CSWI                  	OTCPK   	     CAD	   0.0263	quarterly   	 3.870	          	2020-05-29	2020-05-15	2020-05-14	2020-04-09 09:22    	Waterloo Brewing                                                           
150	CPLG                  	NASDAQ  	     USD	   0.1350	quarterly   	 0.800	          	2020-05-13	2020-05-01	2020-04-30	2020-04-09 09:20    	CSW Industrials                                                            
151	ARDC                  	NYSE    	        	         	            	      	          	          	          	          	2020-04-09 08:14    	CorePoint Lodging                                                          
152	TT                    	NYSE    	     USD	   0.0975	monthly     	11.010	          	2020-04-30	2020-04-21	2020-04-20	2020-04-09 07:52    	Ares Dynamic Credit Allocation Fund                                        
153	GFL                   	NYSE    	     USD	   0.5300	quarterly   	 2.410	          	2020-06-30	2020-06-05	2020-06-04	2020-04-09 07:45    	Trane Technologies                                                         
154	GLQ                   	NYSE    	     USD	   0.0100	quarterly   	 0.290	          	2020-04-30	2020-04-20	2020-04-17	2020-04-09 06:12    	GFL Environmental                                                          
155	GLO                   	NYSEMKT 	     USD	   0.1104	monthly     	14.380	          	2020-06-30	2020-06-19	2020-06-18	2020-04-09 06:08    	Clough Global Equity Fund                                                  
156	GLV                   	NYSEMKT 	     USD	   0.0897	monthly     	14.950	          	2020-06-30	2020-06-19	2020-06-18	2020-04-09 06:07    	Clough Global Opportunities Fund                                           
157	ORC                   	NYSEMKT 	     USD	   0.1008	monthly     	14.500	          	2020-06-30	2020-06-19	2020-06-18	2020-04-09 06:05    	Clough Global Allocation Fund                                              
158	ETR                   	NYSE    	     USD	   0.0550	monthly     	23.400	          	2020-05-27	2020-04-30	2020-04-29	2020-04-09 06:03    	Orchid Island Capital                                                      
159	AGNC                  	NYSE    	     USD	   0.9300	quarterly   	 3.970	          	2020-06-01	2020-05-07	2020-05-06	2020-04-09 06:02    	Entergy                                                                    
160	AGNC                  	NASDAQ  	        	         	            	      	          	          	          	          	2020-04-08 17:22    	AGNC Investment                                                            
161	RELL                  	NASDAQ  	        	   0.1200	monthly     	12.780	          	2020-05-11	2020-04-30	2020-04-29	2020-04-08 17:11    	AGNC Investment                                                            
162	ALLE                  	NASDAQ  	     USD	   0.0600	quarterly   	 6.650	          	2020-05-27	2020-05-06	2020-05-05	2020-04-08 17:02    	Richardson Electronics                                                     
